id,home_club_id,home_club_goals
2718763,621,3
2718764,1108,3
2718765,1244,1
2718766,13,1
2718767,2448,0
2718768,714,0
2718769,331,2
2718770,418,1
2718771,681,1
2718772,1084,2
2718773,368,2
2718774,16795,0
2718775,1049,0
2718776,897,2
2718777,940,4
2718778,1050,5
2718779,472,0
2718780,1533,2
2718781,150,1
2718782,621,3
2718783,1108,1
2718784,1244,2
2718785,13,7
2718786,2448,1
2718787,131,4
2718788,1050,2
2718789,714,3
2718790,331,1
2718791,418,2
2718792,681,3
2718793,1084,4
2718794,368,1
2718795,16795,0
2718796,1049,2
2718797,940,4
2718798,472,3
2718799,1533,2
2718800,150,0
2718801,621,1
2718802,1108,1
2718803,1244,0
2718804,13,4
2718805,2448,1
2718806,131,1
2718807,897,1
2718808,472,1
2718809,1050,2
2718810,714,0
2718811,331,0
2718812,418,3
2718813,681,2
2718814,1084,3
2718815,368,1
2718816,16795,1
2718817,940,2
2718818,1533,1
2718819,150,2
2718820,621,1
2718821,1108,0
2718822,1244,2
2718823,13,0
2718824,2448,1
2718825,131,0
2718826,897,2
2718827,1049,1
2718828,1533,3
2718829,472,3
2718830,1050,0
2718831,714,3
2718832,331,0
2718833,418,2
2718834,681,1
2718835,1084,4
2718836,368,2
2718837,940,3
2718838,150,3
2718839,621,3
2718840,1108,1
2718841,1244,0
2718842,13,0
2718843,2448,3
2718844,131,1
2718845,897,5
2718846,1049,2
2718847,16795,2
2718848,150,1
2718849,1533,0
2718850,472,1
2718851,1050,3
2718852,714,2
2718853,331,0
2718854,418,3
2718855,681,3
2718856,1084,1
2718857,940,0
2718858,621,2
2718859,1108,1
2718860,1244,1
2718861,13,1
2718862,2448,1
2718863,131,4
2718864,897,2
2718865,1049,2
2718866,16795,0
2718867,368,4
2718868,621,0
2718869,150,2
2718870,1533,0
2718871,472,1
2718872,1050,1
2718873,714,1
2718874,331,3
2718875,418,5
2718876,681,0
2718877,940,3
2718878,940,1
2718879,1244,0
2718880,13,1
2718881,2448,2
2718882,131,5
2718883,897,0
2718884,1049,2
2718885,16795,1
2718886,368,2
2718887,1084,0
2718888,1108,2
2718889,621,2
2718890,150,0
2718891,1533,0
2718892,472,1
2718893,1050,0
2718894,714,3
2718895,331,3
2718896,418,2
2718897,681,1
2718898,418,3
2718899,1108,0
2718900,621,2
2718901,150,1
2718902,1533,3
2718903,472,3
2718904,1050,2
2718905,714,3
2718906,331,1
2718907,1244,0
2718908,940,1
2718909,681,3
2718910,1084,0
2718911,368,0
2718912,16795,1
2718913,1049,0
2718914,897,1
2718915,131,3
2718916,2448,2
2718917,13,2
2718918,331,1
2718919,714,1
2718920,1050,1
2718921,472,0
2718922,1533,4
2718923,150,0
2718924,621,2
2718925,1108,0
2718926,1244,0
2718927,13,3
2718928,940,3
2718929,418,2
2718930,681,0
2718931,1084,2
2718932,368,2
2718933,16795,4
2718934,1049,2
2718935,897,0
2718936,131,2
2718937,2448,1
2718938,714,3
2718939,1050,2
2718940,472,0
2718941,1533,3
2718942,150,1
2718943,621,3
2718944,1108,2
2718945,1244,4
2718946,13,1
2718947,2448,1
2718948,940,2
2718949,331,1
2718950,418,3
2718951,681,2
2718952,1084,1
2718953,368,1
2718954,16795,2
2718955,1049,1
2718956,897,1
2718957,131,6
2718958,1050,2
2718959,472,5
2718960,1533,1
2718961,150,2
2718962,621,1
2718963,1108,1
2718964,1244,1
2718965,13,3
2718966,2448,0
2718967,131,5
2718968,940,0
2718969,714,4
2718970,331,1
2718971,418,2
2718972,681,0
2718973,1084,1
2718974,368,1
2718975,16795,0
2718976,1049,1
2718977,897,2
2718978,472,1
2718979,1533,1
2718980,150,2
2718981,621,1
2718982,1108,1
2718983,1244,0
2718984,13,3
2718985,2448,3
2718986,131,4
2718987,897,0
2718988,940,3
2718989,1050,2
2718990,714,2
2718991,331,1
2718992,418,3
2718993,681,1
2718994,1084,0
2718995,368,0
2718996,16795,1
2718997,1049,3
2718998,1533,3
2718999,150,0
2719000,621,2
2719001,1108,0
2719002,1244,2
2719003,13,1
2719004,2448,0
2719005,131,3
2719006,897,0
2719007,1049,3
2719008,940,0
2719009,472,4
2719010,1050,3
2719011,714,1
2719012,331,2
2719013,418,1
2719014,681,3
2719015,1084,2
2719016,368,4
2719017,16795,1
2719018,150,2
2719019,621,5
2719020,1108,2
2719021,1244,0
2719022,13,3
2719023,2448,2
2719024,131,3
2719025,897,2
2719026,1049,0
2719027,16795,0
2719028,940,0
2719029,1533,0
2719030,472,1
2719031,1050,2
2719032,714,0
2719033,331,2
2719034,418,2
2719035,681,1
2719036,1084,2
2719037,368,2
2719038,621,2
2719039,1108,0
2719040,1244,3
2719041,13,0
2719042,2448,1
2719043,131,7
2719044,897,2
2719045,1049,2
2719046,16795,0
2719047,368,2
2719048,940,0
2719050,1533,2
2719051,472,0
2719052,1050,3
2719053,714,0
2719054,331,2
2719055,418,2
2719056,681,2
2719057,1084,4
2719058,1108,1
2719059,1244,4
2719060,13,1
2719061,2448,1
2719062,131,4
2719063,897,1
2719064,1049,4
2719065,16795,0
2719066,368,1
2719067,1084,3
2719068,1108,3
2719069,621,1
2719070,150,1
2719071,1533,0
2719072,472,1
2719073,1050,0
2719074,714,0
2719075,331,2
2719076,418,4
2719077,681,2
2719078,1244,1
2719079,13,3
2719080,2448,2
2719081,131,4
2719082,897,3
2719083,1049,1
2719084,16795,1
2719085,368,5
2719086,1084,0
2719087,940,2
2719730,3326,0
2719731,3329,0
2719732,4750,1
2719733,3336,5
2719734,2421,0
2719735,2424,5
2719736,25817,5
2719737,7378,0
2719943,2410,0
2720729,6890,1
2720730,449,2
2720731,820,2
2720732,6,1
2720733,589,0
2720734,114,4
2720735,126,1
2720736,141,1
2720737,3205,0
2720738,10484,1
2720739,1506,3
2720740,2293,2
2720741,11282,2
2720742,524,1
2720743,20,0
2720744,36,3
2720745,2944,2
2720746,19771,1
2720749,336,2
2720750,2420,0
2720751,7179,0
2720752,1085,2
2720753,1465,0
2720754,2503,2
2720755,982,0
2720756,979,1
2720757,2425,1
2720758,3325,1
2720759,8024,2
2720760,2457,0
2720761,294,1
2720762,1075,1
2720763,3349,0
2720764,2995,0
2720765,720,1
2720766,1301,0
2720767,1085,2
2720768,982,1
2720769,7179,0
2720770,2503,2
2720771,1465,1
2720772,2425,1
2720773,2420,5
2720774,979,0
2720775,336,2
2720776,8024,1
2720777,2457,2
2720778,3325,0
2720779,3349,2
2720780,1301,0
2720781,1075,3
2720782,2995,0
2720783,720,3
2720784,336,3
2720785,8024,0
2720786,294,3
2720787,2503,1
2720788,1465,2
2720789,2425,3
2720790,2420,1
2720791,1085,1
2720792,982,2
2720793,7179,0
2720794,1075,2
2720795,3349,0
2720796,2995,2
2720797,1301,2
2720798,2457,1
2720799,3325,0
2720800,720,3
2720801,336,4
2720802,979,0
2720803,8024,1
2720804,294,4
2720805,2503,2
2720806,2420,3
2720807,982,0
2720808,3325,3
2720809,2425,1
2720810,7179,2
2720811,1085,0
2720812,2457,0
2720813,1075,1
2720814,1465,0
2720815,3349,1
2720816,2995,1
2720817,979,1
2720818,336,1
2720819,720,3
2720820,1301,1
2720821,8024,1
2720822,294,3
2720823,2503,0
2720824,3325,1
2720825,982,0
2720826,1075,2
2720827,2425,0
2720828,7179,1
2720829,1085,0
2720830,1465,2
2720831,2420,2
2720832,979,1
2720833,336,3
2720834,3349,0
2720835,720,1
2720836,2425,1
2720837,1301,1
2720838,2995,1
2720839,8024,1
2720840,2457,0
2720841,294,3
2720842,2503,0
2720843,1075,6
2720844,3325,0
2720845,982,0
2720846,7179,2
2720847,1085,0
2720848,979,3
2720849,2425,3
2720850,3349,0
2720851,1465,1
2720852,1301,2
2720853,2995,2
2720854,720,1
2720855,2420,1
2720856,336,2
2720857,8024,0
2720858,2457,1
2720859,294,2
2720860,2503,1
2720861,1075,3
2720862,3325,2
2720863,3349,0
2720864,982,3
2720865,1085,2
2720866,2420,3
2720867,979,1
2720868,2995,1
2720869,1465,0
2720870,7179,1
2720871,336,0
2720872,720,2
2720873,1301,2
2720874,2425,2
2720875,8024,0
2720876,2457,0
2720877,294,2
2720878,1075,2
2720879,3325,1
2720880,3349,2
2720881,1085,3
2720882,982,0
2720883,720,2
2720884,2503,1
2720885,1465,0
2720886,2995,0
2720887,7179,1
2720888,979,1
2720889,2420,0
2720890,982,0
2720891,2425,2
2720892,336,2
2720893,8024,2
2720894,2457,1
2720895,294,3
2720896,1075,2
2720897,3325,2
2720898,3349,0
2720899,1301,3
2720900,720,3
2720901,1085,1
2720902,3349,1
2720903,8024,1
2720904,2457,1
2720905,294,4
2720906,1075,1
2720907,3325,2
2720908,2995,0
2720909,1301,2
2720910,720,4
2720911,982,1
2720912,2503,0
2720913,1085,1
2720914,2425,1
2720915,7179,2
2720916,979,1
2720917,336,4
2720918,1465,1
2720919,2420,0
2720920,3325,0
2720921,8024,2
2720922,2457,0
2720923,294,3
2720924,1075,1
2720925,3349,2
2720926,2995,2
2720927,1301,1
2720928,720,2
2720929,294,3
2720930,982,1
2720931,1085,0
2720932,7179,0
2720933,2425,0
2720934,2503,1
2720935,1465,2
2720936,2420,0
2720937,979,2
2720938,3325,2
2720939,1075,0
2720940,3349,0
2720941,979,1
2720942,336,1
2720943,2457,1
2720944,2995,2
2720945,1301,0
2720946,720,4
2720947,1085,1
2720948,982,0
2720949,2425,0
2720950,7179,1
2720951,8024,1
2720952,294,3
2720953,2503,0
2720954,1465,0
2720955,2420,1
2720956,1075,3
2720957,3349,0
2720958,979,0
2720959,336,1
2720960,720,7
2720961,2457,2
2720962,1465,0
2720963,2995,0
2720964,1301,1
2720965,294,4
2720966,3325,0
2720967,2420,3
2720968,1085,1
2720969,982,1
2720970,2425,3
2720971,7179,1
2720972,8024,0
2720973,2503,3
2720974,1301,3
2720975,2995,0
2720976,1465,0
2720977,3349,3
2720978,336,2
2720979,2457,1
2720980,2420,3
2720981,979,1
2720982,720,1
2720983,7179,0
2720984,982,1
2720985,1085,2
2720986,8024,1
2720987,2457,1
2720988,294,1
2720989,2503,0
2720990,1075,3
2720991,3325,1
2720992,2995,1
2720993,720,3
2720994,979,0
2720995,336,4
2720996,3349,0
2720997,1301,2
2720998,1465,0
2720999,2420,2
2721000,2425,0
2721001,982,0
2721002,7179,2
2721003,8024,2
2721004,2457,1
2721005,294,3
2721006,2503,0
2721007,1075,1
2721008,3325,2
2721009,1085,0
2721010,2425,3
2721011,1301,3
2721012,336,1
2721013,2420,2
2721014,2995,3
2721015,979,0
2721016,720,0
2721017,7179,2
2721018,1465,3
2721019,1085,0
2721020,8024,2
2721021,2457,1
2721022,294,2
2721023,2503,1
2721024,1075,2
2721025,3325,0
2721026,3349,2
2721027,982,0
2721028,2420,1
2721029,336,1
2721030,2425,0
2721031,979,2
2721032,1465,2
2721033,2995,0
2721034,7179,2
2721035,2503,2
2721036,1301,1
2721037,1085,0
2721038,1301,1
2721039,720,4
2721040,8024,1
2721041,2457,1
2721042,294,5
2721043,1075,4
2721044,3325,2
2721045,3349,2
2721046,1465,4
2721047,2425,2
2721048,2503,2
2721049,7179,2
2721050,336,4
2721051,2420,0
2721052,2995,0
2721053,979,3
2721054,982,1
2721743,11964,1
2722424,31614,2
2722469,683,0
2722470,13499,1
2722471,2976,1
2722472,190,3
2722514,159,2
2722611,3205,1
2722612,6,0
2722613,589,1
2722614,6890,3
2722615,449,0
2722616,820,0
2722617,126,1
2722618,36,0
2722619,114,3
2722620,2293,1
2722621,11282,3
2722622,524,0
2722623,141,2
2722624,2944,1
2722625,10484,1
2722626,20,3
2722627,1506,3
2722628,19771,0
2722629,6890,2
2722630,20,1
2722631,36,2
2722632,3205,2
2722633,6,3
2722634,449,1
2722635,820,2
2722636,589,0
2722637,114,2
2722638,2293,1
2722639,524,3
2722640,10484,3
2722641,19771,0
2722642,11282,0
2722643,2944,1
2722644,126,0
2722645,141,3
2722646,1506,4
2722647,6890,1
2722648,820,0
2722649,10484,0
2722650,6,1
2722651,449,0
2722652,589,1
2722653,20,0
2722654,36,1
2722655,3205,0
2722656,2293,0
2722657,19771,1
2722658,11282,0
2722659,141,0
2722660,2944,1
2722661,524,1
2722662,114,3
2722663,126,2
2722664,1506,0
2722665,449,2
2722666,524,3
2722667,36,5
2722668,6890,5
2722669,6,0
2722670,820,1
2722671,10484,2
2722672,20,2
2722673,3205,0
2722674,2293,2
2722675,126,2
2722676,1506,0
2722677,19771,1
2722678,11282,4
2722679,2944,1
2722680,589,1
2722681,114,2
2722682,141,1
2722683,524,0
2722684,10484,2
2722685,3205,0
2722686,6890,2
2722687,6,1
2722688,449,0
2722689,2944,2
2722690,20,0
2722691,36,2
2722692,2293,1
2722693,589,1
2722694,126,1
2722695,1506,2
2722696,19771,1
2722697,11282,3
2722698,820,0
2722699,114,1
2722700,141,3
2722701,6890,2
2722702,10484,1
2722703,20,2
2722704,6,0
2722705,11282,2
2722706,2944,2
2722707,524,1
2722708,36,0
2722709,3205,0
2722710,2293,1
2722711,449,4
2722712,820,0
2722713,1506,0
2722714,19771,1
2722715,589,1
2722716,114,2
2722717,126,0
2722718,141,3
2722719,6890,1
2722720,2944,2
2722721,20,2
2722722,6,2
2722723,11282,0
2722724,524,1
2722725,10484,2
2722726,36,3
2722727,1506,1
2722728,820,3
2722729,126,0
2722730,3205,2
2722731,19771,1
2722732,6,1
2722733,449,0
2722734,589,2
2722735,114,1
2722736,141,5
2722737,2293,0
2722738,6890,5
2722739,524,0
2722740,36,2
2722741,11282,2
2722742,2944,0
2722743,10484,3
2722744,20,1
2722745,1506,1
2722746,2293,2
2722747,36,1
2722748,10484,0
2722749,524,0
2722750,20,0
2722751,2944,1
2722752,11282,1
2722753,1506,2
2722754,19771,0
2722755,6,3
2722756,126,1
2722757,114,5
2722758,589,2
2722759,449,4
2722760,6890,1
2722761,3205,4
2722762,820,1
2722763,141,6
2722764,2293,1
2722765,141,1
2722766,524,1
2722767,10484,4
2722768,2944,0
2722769,11282,3
2722770,19771,1
2722771,20,1
2722772,1506,2
2722773,449,0
2722774,6890,0
2722775,126,1
2722776,820,2
2722777,6,1
2722778,36,0
2722779,3205,2
2722780,589,1
2722781,114,3
2722782,2293,1
2722783,2944,0
2722784,10484,4
2722785,524,1
2722786,126,2
2722787,11282,4
2722788,1506,1
2722789,19771,3
2722790,141,0
2722791,20,2
2722792,3205,2
2722793,820,2
2722794,6,0
2722795,6890,2
2722796,36,1
2722797,114,1
2722798,589,2
2722799,449,1
2722800,2293,0
2722801,141,3
2722802,524,0
2722803,1506,2
2722804,19771,1
2722805,126,1
2722806,2944,1
2722807,11282,2
2722808,114,2
2722809,6,2
2722810,20,1
2722811,449,2
2722812,36,2
2722813,10484,3
2722814,3205,3
2722815,589,0
2722816,820,1
2722817,6890,3
2722818,2293,2
2722819,126,0
2722820,2944,0
2722821,1506,0
2722822,19771,2
2722823,141,4
2722824,114,3
2722825,11282,3
2722826,589,2
2722827,6,1
2722828,20,3
2722829,36,3
2722830,10484,1
2722831,524,2
2722832,3205,1
2722833,820,1
2722834,449,3
2722835,6890,4
2722836,2293,1
2722837,1506,0
2722838,820,2
2722839,126,3
2722840,114,3
2722841,589,0
2722842,11282,0
2722843,19771,5
2722844,141,0
2722845,6,2
2722846,36,2
2722847,524,0
2722848,10484,0
2722849,2944,0
2722850,3205,3
2722851,449,0
2722852,6890,3
2722853,20,0
2722854,2293,2
2722855,589,0
2722856,141,1
2722857,126,6
2722858,820,0
2722859,1506,1
2722860,19771,6
2722861,114,1
2722862,449,2
2722863,6,1
2722864,6890,2
2722865,11282,4
2722866,2944,0
2722867,3205,2
2722868,36,0
2722869,20,0
2722870,10484,4
2722871,524,1
2722872,2293,3
2722873,449,0
2722874,141,2
2722875,589,2
2722876,3205,1
2722877,19771,3
2722878,126,2
2722879,114,4
2722880,820,1
2722881,2293,0
2722882,20,1
2722883,2944,1
2722884,1506,2
2722885,6890,2
2722886,36,1
2722887,10484,0
2722888,524,0
2722889,11282,2
2722890,3205,0
2722891,589,4
2722892,6,1
2722893,141,2
2722894,126,1
2722895,114,4
2722896,820,1
2722897,449,1
2722898,19771,2
2723364,36625,1
2723365,48332,1
2723366,21216,0
2723367,23634,1
2723369,39097,1
2723371,48726,2
2723372,16242,0
2723373,41127,1
2723375,29914,0
2723376,195,2
2723377,2784,3
2723378,49306,0
2723379,49364,2
2724014,7918,0
2724015,22220,1
2724016,255,0
2724017,371,2
2724242,2944,1
2724243,22783,0
2724811,4040,0
2724812,713,1
2724813,941,0
2724814,419,2
2724815,4031,1
2724816,1385,2
2724817,1388,4
2724818,1210,1
2724819,18950,3
2724820,9439,2
2724821,2239,4
2724822,1047,3
2724823,3037,3
2724824,704,3
2724825,1005,2
2724826,2721,2
2724829,4159,1
2724830,21331,5
2724831,9690,6
2724832,1387,0
2724833,6066,3
2724834,663,0
2724835,10625,1
2724836,409,2
2724879,23110,5
2724880,3243,1
2724881,11135,11
2724882,49702,0
2724883,55013,2
2724884,11123,2
2724885,22810,0
2724886,6673,7
2724887,36972,0
2724888,12048,0
2724889,50586,4
2724890,3723,3
2724891,11121,2
2724892,1186,6
2724893,12068,5
2724894,28098,5
2724895,11125,3
2724896,45044,3
2724897,12444,0
2724898,22444,1
2724899,45913,0
2724900,37029,1
2724901,11194,0
2724902,2156,1
2724903,8715,1
2724904,448,1
2724905,168,1
2724906,62,0
2724907,10262,0
2724908,27118,1
2724909,14,0
2724910,370,1
2724911,7964,0
2724912,1184,1
2724913,1167,2
2724914,6248,2
2724915,55088,4
2725234,11107,0
2725235,801,1
2725236,504,2
2725237,18303,0
2725238,1082,1
2725239,265,1
2725240,44,1
2725241,1090,1
2725242,503,1
2725245,2671,1
2725246,3793,3
2725247,22010,1
2725248,447,3
2725249,865,1
2725250,365,4
2725251,1008,0
2725252,16704,3
2725253,232,0
2725254,5546,1
2725255,2740,2
2725256,429,3
2725257,272,0
2725294,5817,1
2725295,119,2
2725296,1180,0
2725297,790,1
2725298,206,3
2725299,27774,1
2725300,379,3
2725301,2425,1
2725302,170,3
2725422,964,0
2725423,2700,0
2725424,11127,2
2725425,232,4
2725426,3725,1
2725427,16704,3
2725428,2698,0
2725429,28095,0
2725430,3729,1
2725431,14589,0
2725432,4128,2
2725433,932,2
2725434,1083,0
2725435,232,1
2725436,16704,4
2725447,964,3
2725448,11127,0
2725449,2696,1
2725450,2698,1
2725451,3691,1
2725452,2700,1
2725453,3725,1
2725454,14589,0
2725455,2698,1
2725456,28095,1
2725457,964,1
2725458,1083,3
2725459,4128,1
2725460,232,2
2725461,932,0
2725462,3729,0
2725463,2696,0
2725464,14589,1
2725465,3691,0
2725466,964,3
2725467,11127,1
2725468,3725,2
2725469,16704,1
2725470,2700,0
2725471,800,3
2725472,1025,1
2725473,862,2
2725474,749,0
2725475,252,3
2725476,506,2
2725477,5,3
2725478,458,0
2725479,2921,2
2725480,12,4
2725481,1390,2
2725482,4083,1
2725483,430,1
2725484,46,1
2725485,398,0
2725486,6195,4
2725487,1038,2
2725488,6574,0
2725489,416,5
2725490,410,2
2725491,800,2
2725492,1025,2
2725493,862,1
2725494,749,2
2725496,506,3
2725497,5,0
2725498,458,0
2725499,2921,1
2725500,12,3
2725555,1176,3
2725556,41394,1
2725557,13226,2
2725558,53286,6
2725559,3708,4
2725560,4030,3
2725561,2929,2
2725562,13240,4
2725563,1532,2
2725564,50257,4
2725565,33593,1
2725566,16622,0
2725567,29095,5
2725568,49806,1
2725569,21322,1
2725570,16196,2
2725598,36285,2
2725599,16575,2
2725971,2740,2
2725972,660,1
2725973,10690,2
2725974,23611,3
2725975,8838,1
2725976,6992,1
2725984,339,0
2725985,16247,2
2725986,338,0
2725987,2740,0
2725988,2477,0
2725989,4482,1
2726235,660,3
2726236,10690,2
2726237,23611,0
2726238,8838,0
2726239,6992,0
2726240,18303,3
2726241,339,1
2726242,16247,1
2726243,338,2
2726244,2740,1
2726245,660,1
2726246,4482,1
2726493,1083,1
2726503,1390,3
2726504,4083,1
2726505,430,1
2726506,46,2
2726507,398,3
2726508,6195,3
2726509,1038,0
2726510,6574,2
2726511,416,0
2726512,410,1
2726513,800,0
2726514,1025,2
2726515,862,2
2726516,749,0
2726517,252,0
2726518,506,4
2726519,5,2
2726520,2921,0
2726521,12,4
2726522,410,2
2726523,1390,2
2726524,4083,1
2726525,430,0
2726526,252,1
2726527,46,1
2726528,398,2
2726529,6195,2
2726530,458,0
2726531,6574,1
2726532,416,3
2726533,800,1
2726534,1025,0
2726535,1390,2
2726536,749,0
2726537,5,4
2726538,2921,0
2726539,12,2
2726540,1038,1
2726541,416,2
2726542,410,0
2726543,862,1
2726544,430,0
2726545,252,0
2726546,46,1
2726547,506,2
2726548,398,1
2726549,6195,1
2726550,458,1
2726551,2921,1
2726552,6574,2
2726553,800,2
2726554,1025,1
2726555,1390,3
2726556,4083,1
2726557,749,0
2726558,5,1
2726559,12,4
2726560,1038,2
2726561,416,2
2726562,410,3
2726563,862,1
2726564,430,1
2726565,252,3
2726566,46,2
2726567,506,4
2726568,398,4
2726569,6195,2
2726570,458,1
2726571,2921,0
2726572,6574,1
2726573,800,3
2726574,1025,0
2726575,1390,2
2726576,4083,2
2726577,749,0
2726578,506,2
2726579,398,2
2726580,5,1
2726581,1038,1
2726582,410,2
2726583,862,1
2726584,430,1
2726585,252,1
2726586,46,3
2726587,6195,1
2726588,458,1
2726589,2921,0
2726590,12,3
2726591,6574,0
2726592,416,5
2726593,800,2
2726594,1025,3
2726595,862,1
2726596,4083,0
2726597,749,0
2726598,506,3
2726599,398,3
2726600,5,2
2726601,1038,3
2726602,410,1
2726603,1025,0
2726604,1390,2
2726605,4083,1
2726606,749,1
2726607,252,3
2726608,46,4
2726609,6195,1
2726610,458,0
2726611,12,3
2726612,416,2
2726613,862,0
2726614,430,2
2726615,506,3
2726616,398,0
2726617,5,2
2726618,6195,3
2726619,2921,1
2726620,1038,2
2726621,6574,3
2726622,410,1
2726623,800,1
2726624,1025,0
2726625,1390,0
2726626,4083,2
2726627,430,2
2726628,46,2
2726629,458,0
2726630,12,1
2726631,1038,1
2726632,416,1
2726633,862,2
2726634,749,2
2726635,252,3
2726636,506,1
2726637,398,3
2726638,5,0
2726639,6195,5
2726640,2921,0
2726641,6574,0
2726642,410,2
2726643,800,2
2726644,1025,0
2726645,1390,4
2726646,4083,0
2726647,430,3
2726648,46,3
2726649,458,1
2726650,12,3
2726651,1038,0
2726652,416,1
2726653,862,1
2726654,749,1
2726655,252,0
2726657,398,1
2726658,5,1
2726659,6195,2
2726660,2921,1
2726661,6574,0
2726662,410,1
2726663,398,2
2726664,4083,0
2726665,46,3
2726666,1038,0
2726667,1390,4
2726668,430,2
2726669,416,2
2726670,6574,4
2726671,6195,3
2726672,410,0
2726673,12,1
2726674,252,2
2726675,862,0
2726676,458,0
2726677,506,2
2726678,5,1
2726679,800,1
2726680,2921,1
2726681,1025,2
2726682,749,1
2726683,416,1
2726684,1390,1
2726685,398,0
2726686,4083,4
2726687,430,3
2726688,6574,0
2726689,410,2
2726690,6195,1
2726691,46,3
2726692,1038,3
2726693,800,2
2726694,458,1
2726695,12,4
2726696,506,1
2726697,2921,2
2726698,1025,1
2726699,5,0
2726700,252,0
2726701,749,1
2726702,862,0
2726703,458,1
2726704,1038,3
2726705,6574,1
2726706,46,2
2726707,6195,2
2726708,1390,0
2726709,398,1
2726710,416,5
2726711,4083,0
2726712,430,3
2726713,1038,1
2726714,800,1
2726715,5,2
2726716,2921,5
2726717,1025,0
2726718,749,1
2726719,862,1
2726720,506,4
2726721,410,1
2726722,12,4
2726723,6195,0
2726724,252,1
2726725,4083,1
2726726,506,2
2726727,6574,0
2726728,862,2
2726729,46,1
2726730,458,1
2726731,430,2
2726732,398,1
2726733,5,3
2726734,800,0
2726735,749,0
2726736,1390,1
2726737,410,1
2726738,1025,0
2726739,12,1
2726740,416,3
2726741,1038,3
2726742,4083,0
2726743,46,7
2726744,6574,0
2726745,430,1
2726746,6195,3
2726747,862,4
2726748,506,2
2726749,458,0
2726750,252,0
2726751,398,3
2726752,2921,1
2726753,1025,4
2726754,4083,0
2726755,5,1
2726756,416,2
2726757,1038,0
2726758,1390,0
2726759,749,2
2726760,410,4
2726761,800,3
2726762,12,3
2726763,252,0
2726764,430,1
2726765,458,1
2726766,862,1
2726767,12,2
2726768,6195,1
2726769,6574,1
2726770,2921,1
2726771,46,1
2726772,416,2
2726773,506,2
2726774,1038,2
2726775,410,3
2726776,4083,2
2726777,398,0
2726778,5,4
2726779,749,1
2726780,1025,0
2726781,800,1
2726782,1390,2
2726783,12,1
2726784,458,0
2726785,1390,4
2726786,416,1
2726787,430,1
2726788,2921,0
2726789,252,2
2726790,46,2
2726791,6574,2
2726792,6195,3
2726793,800,3
2726794,410,2
2726795,1038,1
2726796,5,1
2726797,506,4
2726798,430,5
2726799,6574,2
2726800,398,6
2726801,2921,1
2726802,862,1
2726803,252,1
2726804,458,2
2726805,800,2
2726806,12,1
2726807,4083,1
2726808,46,0
2726809,1390,1
2726810,416,1
2726811,749,1
2726812,1025,4
2726813,410,1
2726814,749,3
2726815,6195,3
2726816,2921,0
2726817,6574,2
2726818,252,1
2726819,862,1
2726820,5,1
2726821,398,7
2726822,506,1
2726823,1038,1
2726824,1390,3
2726825,458,1
2726826,12,3
2726827,430,3
2726828,800,1
2726829,416,0
2726830,1025,3
2726831,46,1
2726832,4083,1
2726833,749,0
2726834,5,3
2726835,6574,6
2726836,506,3
2726837,6195,4
2726838,398,1
2726839,2921,2
2726840,862,3
2726841,410,1
2726842,252,2
2726843,800,1
2726844,458,2
2726845,12,3
2726846,1025,1
2726847,4083,3
2726848,1390,2
2726849,1038,2
2726850,430,2
2726851,416,5
2726852,46,5
2728486,371,5
2728487,2999,1
2728488,987,0
2728489,370,1
2728490,371,4
2728491,2451,2
2728492,2760,1
2728493,2553,1
2728494,511,1
2728495,987,4
2728496,2578,1
2728497,43,3
2728498,2451,2
2728499,2759,1
2728500,2760,0
2728501,511,1
2728502,370,2
2728503,43,0
2728504,2999,1
2728505,2451,3
2728506,987,1
2728507,2999,1
2728508,2553,0
2728509,371,6
2728510,511,0
2728511,2760,1
2728512,2553,2
2728513,124,2
2728514,124,0
2728515,2759,0
2728516,2760,2
2728517,2451,1
2728519,371,1
2728520,371,2
2728521,370,4
2728522,43,2
2728523,2451,0
2728524,2578,0
2728525,43,2
2728526,2553,2
2728527,2999,0
2728528,987,0
2728529,124,1
2728530,2759,0
2728531,2578,2
2728532,511,0
2728533,2760,1
2728534,370,0
2728535,2999,1
2728536,2759,1
2728537,2578,1
2728538,371,3
2728539,2553,0
2728540,2451,3
2728541,511,2
2728542,124,3
2728543,43,2
2728544,987,2
2728545,2999,3
2728546,124,1
2728547,370,5
2728548,511,2
2728549,2553,0
2728550,2578,2
2728551,2451,1
2728552,43,3
2728553,371,1
2728554,2760,1
2728555,987,4
2728556,2999,1
2728557,370,0
2728558,2578,3
2728559,2760,1
2728560,2759,2
2728561,987,3
2728562,2759,1
2728563,511,0
2728564,124,2
2728565,2553,2
2728566,2578,1
2728567,2759,2
2728568,43,1
2728569,124,2
2728570,2760,1
2728571,2553,1
2728572,2999,1
2728573,371,2
2728574,2451,1
2728575,987,0
2728576,987,1
2728577,2451,1
2728578,2553,0
2728579,511,3
2728580,371,2
2728581,2999,0
2728582,43,4
2728583,2759,1
2728584,2578,2
2728585,124,1
2728586,124,3
2728587,511,2
2728588,2999,1
2728589,371,2
2728590,370,1
2728591,2760,0
2728592,2451,0
2728593,2578,1
2728594,124,1
2728595,370,2
2728596,511,3
2728597,370,1
2728598,43,0
2728599,371,1
2728600,2760,1
2728601,987,0
2728602,370,3
2728603,371,4
2728604,2578,3
2728605,43,4
2728606,2553,3
