id,home_club_id,home_club_goals
2469871,354,3
2469872,58,3
2469873,3508,2
2469931,6890,1
2469932,6894,0
2469933,2381,1
2469934,36,3
2469935,20698,1
2469936,825,2
2469937,20,0
2469938,126,1
2469939,3216,0
2469940,449,0
2469941,820,1
2469942,141,0
2469943,2293,2
2469944,524,2
2469945,1506,0
2469946,10484,2
2469947,19771,2
2469948,114,1
2469949,3216,2
2469950,36,1
2469951,20698,2
2469952,6890,1
2469953,6894,1
2469954,2381,0
2469955,20,0
2469956,10484,2
2469957,825,0
2469958,2293,1
2469959,524,0
2469960,126,0
2469961,141,2
2469962,19771,2
2469963,449,1
2469964,1506,0
2469965,820,3
2469966,114,1
2469967,6890,4
2469968,1506,3
2469969,10484,4
2469970,3216,2
2469971,36,2
2469972,6894,1
2469973,2381,1
2469974,20698,0
2469975,825,1
2469976,524,1
2469977,449,3
2469978,114,3
2469979,141,2
2469980,2293,0
2469981,19771,2
2469982,20,2
2469983,126,2
2469984,820,0
2469985,6890,4
2469986,2381,0
2469987,449,4
2469988,36,2
2469989,6894,3
2469990,20698,0
2469991,1506,2
2469992,10484,2
2469993,3216,4
2469994,114,0
2469995,2293,1
2469996,126,1
2469997,141,2
2469998,19771,1
2469999,524,1
2470000,825,2
2470001,20,3
2470002,820,1
2470003,6894,1
2470004,524,1
2470005,10484,2
2470006,6890,1
2470007,36,2
2470008,2381,1
2470009,449,3
2470010,1506,1
2470011,3216,2
2470012,20,1
2470013,820,2
2470014,114,2
2470015,141,0
2470016,2293,2
2470017,19771,1
2470018,20698,1
2470019,825,2
2470020,126,0
2470021,524,0
2470022,449,4
2470023,3216,2
2470024,6890,0
2470025,36,2
2470026,6894,4
2470027,19771,0
2470028,1506,1
2470029,10484,3
2470030,20698,0
2470031,20,5
2470032,820,2
2470033,114,3
2470034,141,2
2470035,2293,2
2470036,2381,1
2470037,825,0
2470038,126,0
2470039,6890,1
2470040,449,3
2470041,1506,3
2470042,36,4
2470043,2293,0
2470044,19771,1
2470045,524,0
2470046,10484,1
2470047,3216,1
2470048,6894,0
2470049,2381,0
2470050,820,5
2470051,114,3
2470052,141,3
2470053,20698,5
2470054,825,1
2470055,20,3
2470056,126,0
2470057,6890,3
2470058,19771,0
2470059,1506,0
2470060,36,1
2470061,2293,1
2470062,524,1
2470063,449,1
2470064,10484,0
2470065,820,1
2470066,2381,2
2470067,20,3
2470068,3216,1
2470069,114,0
2470070,36,2
2470071,6894,2
2470072,20698,2
2470073,825,1
2470074,126,1
2470075,6890,2
2470076,524,1
2470077,10484,0
2470078,141,2
2470079,2293,2
2470080,19771,2
2470081,449,3
2470082,1506,1
2470083,820,0
2470084,10484,0
2470085,449,2
2470086,524,1
2470087,1506,1
2470088,19771,2
2470089,2293,1
2470090,141,2
2470091,820,0
2470092,114,2
2470093,36,0
2470094,20,3
2470095,825,1
2470096,20698,0
2470097,6894,0
2470098,6890,2
2470099,3216,6
2470100,2381,2
2470101,126,1
2470102,126,0
2470103,524,0
2470104,141,3
2470105,449,3
2470106,19771,1
2470107,2293,0
2470108,114,3
2470109,1506,0
2470110,820,1
2470239,6894,3
2470240,6890,1
2470241,20,1
2470242,2381,2
2470243,36,1
2470244,10484,1
2470245,3216,2
2470246,20698,0
2470247,825,1
2470248,19771,0
2470249,449,3
2470250,524,0
2470251,20,2
2470252,2293,1
2470253,141,3
2470254,820,0
2470255,114,2
2470256,126,3
2470257,1506,0
2470258,3216,1
2470259,2381,0
2470260,36,1
2470261,6890,0
2470262,10484,2
2470263,825,0
2470264,20698,2
2470265,6894,2
2470266,141,2
2470267,126,2
2470268,524,2
2470269,820,2
2470270,114,5
2470271,20,4
2470272,19771,5
2470273,2293,2
2470274,825,2
2470275,36,1
2470276,1506,0
2470277,6894,0
2470278,10484,2
2470279,449,2
2470280,3216,0
2470281,20698,4
2470282,2381,4
2470283,6890,3
2470284,20,3
2470285,19771,3
2470286,820,5
2470287,114,0
2470288,126,1
2470289,825,1
2470290,2293,1
2470291,141,4
2470292,20698,1
2470293,36,1
2470294,1506,2
2470295,10484,1
2470296,449,2
2470297,524,1
2470298,3216,1
2470299,2381,1
2470300,6894,0
2470301,6890,3
2470302,141,1
2470303,820,1
2470304,2381,1
2470305,20,4
2470306,825,1
2470307,20698,1
2470308,2293,2
2470309,114,2
2470310,126,1
2470311,36,4
2470312,10484,5
2470313,524,0
2470314,449,0
2470315,19771,0
2470316,3216,3
2470317,6894,2
2470318,6890,1
2470319,1506,2
2470320,20698,1
2470321,126,0
2470322,20,7
2470323,2381,2
2470324,141,1
2470325,820,0
2470326,114,1
2470327,825,4
2470328,6894,2
2470329,36,1
2470330,6890,2
2470331,2293,1
2470332,19771,1
2470333,3216,0
2470334,10484,2
2470335,1506,2
2470336,449,1
2470337,524,1
2470338,6894,0
2470339,126,3
2470340,20698,4
2470341,3216,0
2470342,114,0
2470343,20,2
2470344,825,2
2470345,2381,1
2470346,141,1
2470347,1506,2
2470348,19771,0
2470349,820,1
2470350,141,2
2470351,6890,2
2470352,10484,3
2470353,449,3
2470354,524,3
2470355,2293,1
2470356,3216,2
2470357,20698,1
2470358,36,2
2470359,126,1
2470360,20,0
2470361,825,1
2470362,2381,1
2470363,6894,4
2470364,114,2
2470374,11435,4
2470375,234,1
2470376,114,3
2470812,2410,3
2470890,1220,0
2470891,1078,0
2470892,3054,1
2470893,1035,3
2470894,1074,0
2470895,399,2
2470896,355,3
2470897,1088,0
2470898,1194,1
2470899,1211,6
2470900,3697,0
2470901,349,0
2470902,1219,3
2470903,164,0
2470904,2963,2
2470905,1252,0
2470906,698,1
2470907,1237,2
2470908,1031,1
2470909,3696,8
2470910,3537,1
2470911,543,2
2470912,972,1
2470913,991,3
2470914,6699,0
2470915,3684,0
2470916,2262,8
2470917,337,3
2470918,1020,1
2470919,1028,1
2470920,2793,1
2470921,1032,3
2470922,350,2
2470923,990,1
2470924,358,4
2473447,4541,0
2473448,14888,3
2473449,2655,1
2473450,5587,1
2473451,4171,2
2473452,1047,5
2473453,4097,2
2473454,1386,0
2473455,2721,1
2473456,4153,2
2473457,4172,4
2473458,13562,6
2473459,607,5
2473460,2239,3
2473461,9439,1
2473462,1005,5
2473463,4554,3
2473464,2919,2
2473637,2573,2
2473638,10480,3
2473639,2976,0
2473640,2688,0
2473641,829,0
2473642,2761,1
2473643,8956,3
2473644,2714,0
2473645,10695,5
2473646,163,0
2473647,1017,1
2473648,272,2
2473649,1293,1
2473658,10131,1
2473659,801,0
2473660,365,3
2473661,10690,2
2473662,8780,1
2473663,447,1
2473664,9241,1
2473665,1242,0
2473666,279,1
2473667,433,0
2473668,21532,1
2473669,2662,2
2473670,1185,2
2473671,21875,3
2473672,202,1
2473673,3426,1
2473697,16,2
2475180,368,1
2475181,3368,0
2475182,367,0
2475183,940,3
2475184,131,3
2475185,3302,1
2475186,1533,1
2475187,1084,1
2475188,16795,2
2475189,418,2
2475190,1049,3
2475191,714,1
2475192,3709,1
2475193,993,1
2475194,681,4
2475195,13,2
2475196,897,2
2475197,1531,1
2475198,1050,0
2475199,621,3
2475200,1049,3
2475201,368,2
2475202,3302,1
2475203,940,2
2475204,418,1
2475205,1533,0
2475206,367,2
2475207,16795,0
2475208,131,2
2475209,1084,0
2475210,714,2
2475211,3709,0
2475212,993,1
2475213,681,1
2475214,13,2
2475215,897,2
2475216,1531,0
2475217,1050,4
2475218,621,0
2475219,3368,0
2475220,714,2
2475221,1049,3
2475222,368,1
2475223,3302,0
2475224,940,2
2475225,418,5
2475226,1533,1
2475227,367,2
2475228,16795,0
2475229,1084,0
2475230,3709,1
2475231,993,0
2475232,681,1
2475233,13,4
2475234,897,0
2475235,1531,0
2475236,1050,0
2475237,621,0
2475238,3368,0
2475239,131,6
2475240,3709,1
2475241,714,2
2475242,1049,3
2475243,368,4
2475244,3302,2
2475245,940,1
2475246,418,5
2475247,1533,3
2475248,367,0
2475249,1084,2
2475250,993,1
2475251,681,1
2475252,13,2
2475253,897,3
2475254,1531,0
2475255,1050,2
2475256,621,1
2475257,3368,0
2475258,131,3
2475259,16795,0
2475260,993,1
2475261,3709,0
2475262,714,0
2475263,1049,3
2475264,368,2
2475265,3302,0
2475266,940,3
2475267,418,3
2475268,1533,1
2475269,1084,4
2475270,681,0
2475271,13,4
2475272,897,1
2475273,1531,2
2475274,1050,1
2475275,621,1
2475276,3368,2
2475277,131,0
2475278,16795,0
2475279,367,2
2475280,681,2
2475281,993,0
2475282,3709,0
2475283,714,1
2475284,1049,0
2475285,368,1
2475286,3302,1
2475287,940,0
2475288,418,5
2475289,1084,2
2475290,13,3
2475291,897,0
2475292,1531,2
2475293,1050,2
2475294,621,3
2475295,3368,2
2475296,131,5
2475297,16795,0
2475298,367,1
2475299,1533,0
2475300,13,2
2475301,681,3
2475302,993,0
2475303,3709,1
2475304,714,2
2475305,1049,0
2475306,368,5
2475307,3302,0
2475308,940,0
2475309,1084,1
2475310,897,0
2475311,1531,0
2475312,1050,4
2475313,621,0
2475314,3368,1
2475315,131,5
2475316,16795,1
2475317,367,0
2475318,1533,5
2475319,418,3
2475320,897,1
2475321,13,0
2475322,681,1
2475323,993,0
2475324,3709,0
2475325,714,2
2475326,1049,3
2475327,368,0
2475328,3302,1
2475329,1084,1
2475330,1531,1
2475331,1050,3
2475332,621,1
2475333,3368,1
2475334,131,5
2475335,16795,1
2475336,367,1
2475337,1533,0
2475338,418,2
2475339,940,0
2475340,1531,2
2475341,897,1
2475342,13,3
2475343,681,1
2475344,993,2
2475345,3709,1
2475346,714,1
2475347,1049,2
2475348,368,1
2475349,1084,1
2475350,1084,1
2475351,621,1
2475352,3368,0
2475353,131,3
2475354,16795,1
2475355,367,0
2475356,1533,2
2475357,418,3
2475358,940,1
2475359,3302,0
2475360,1050,2
2475361,1531,1
2475362,897,0
2475363,13,2
2475364,681,0
2475365,993,1
2475366,3709,0
2475367,714,1
2475368,1049,3
2475369,368,2
2475370,1049,3
2475371,1050,1
2475372,13,3
2475373,3709,2
2475374,1531,0
2475375,714,3
2475376,681,1
2475377,621,1
2475378,897,2
2475379,993,1
2475380,1084,1
2475381,368,3
2475382,3302,1
2475383,940,1
2475384,418,4
2475385,1533,1
2475386,367,1
2475387,16795,1
2475388,131,3
2475389,3368,0
2475390,714,1
2475391,3709,2
2475392,993,1
2475393,681,1
2475394,13,4
2475395,897,2
2475396,1531,2
2475397,1050,2
2475398,621,2
2475399,3368,4
2475400,1084,0
2475401,1049,1
2475402,368,3
2475403,3302,2
2475404,940,2
2475405,418,2
2475406,1533,0
2475407,367,2
2475408,16795,0
2475409,131,5
2475410,3709,2
2475411,993,1
2475412,681,4
2475413,13,3
2475414,897,0
2475415,1531,0
2475416,1050,1
2475417,621,1
2475418,3368,2
2475419,131,0
2475420,1084,3
2475421,714,1
2475422,1049,2
2475423,368,0
2475424,3302,0
2475425,940,1
2475426,418,1
2475427,1533,0
2475428,367,4
2475429,16795,1
2475430,993,1
2475431,681,1
2475432,13,1
2475433,897,3
2475434,1531,1
2475435,1050,4
2475436,621,1
2475437,3368,2
2475438,131,6
2475439,16795,1
2475440,1084,2
