id,away_club_id,away_club_goals
2466843,336,4
2466844,1085,0
2466845,8024,2
2466846,2503,0
2466847,1075,1
2466848,2995,1
2466849,2424,2
2466850,2425,0
2466851,2990,1
2466852,2457,0
2466853,294,3
2466854,2420,0
2466855,3327,0
2466856,982,0
2466857,720,1
2466858,1075,1
2466859,2425,0
2466860,1301,2
2466861,979,0
2466862,1085,1
2466863,336,4
2466864,8024,0
2466865,2503,0
2466866,1465,1
2466867,720,5
2466868,2995,2
2466869,2990,0
2466870,2457,2
2466871,294,1
2466872,2424,0
2466873,2420,1
2466874,1301,2
2466875,3327,2
2467446,16704,4
2467447,238,0
2467448,22832,0
2467449,22783,0
2469124,119,1
2469187,1017,0
2469188,279,0
2469189,3426,1
2469190,10690,3
2469191,433,2
2469192,2688,0
2469193,829,2
2469194,163,2
2469195,10480,0
2469196,365,0
2469197,8956,1
2469198,6676,1
2469199,12460,0
2469200,2662,1
2469201,8780,2
2469202,1242,1
2469203,21532,0
2469204,1185,1
2469205,2714,1
2469206,9241,2
2469207,1293,0
2469208,801,3
2469209,2573,0
2469210,2976,1
2469211,11435,0
2469212,10695,1
2469213,21875,2
2469214,202,0
2469215,272,0
2469216,447,2
2469217,10131,4
2469218,2761,1
2469411,20100,2
2469412,1053,0
2469413,5818,2
2469414,190,0
2469415,206,1
2469416,5724,1
2469417,173,1
2469418,865,0
2469419,2778,1
2469420,5818,1
2469421,5817,1
2469422,1177,0
2469440,5817,2
2469441,190,2
2469442,1053,1
2469443,3426,2
2469444,206,0
2469445,5724,1
2469446,20100,0
2469447,2778,2
2469448,865,3
2469449,5818,3
2469450,173,1
2469451,1177,0
2469452,865,2
2469453,3426,1
2469454,1177,0
2469455,5817,0
2469456,173,2
2469457,2778,0
2469464,5724,1
2469465,1053,2
2469466,3426,0
2469467,206,3
2469468,190,1
2469469,20100,1
2469514,1075,1
2469515,2503,1
2469516,2425,0
2469517,1085,1
2469518,336,0
2469519,979,2
2469520,8024,1
2469521,1465,2
2469522,982,0
2469523,2420,2
2469524,3327,0
2469525,2424,0
2469526,720,2
2469527,2990,0
2469528,2457,1
2469529,294,2
2469530,2995,1
2469531,1301,0
2469532,294,2
2469533,982,0
2469534,979,1
2469535,2425,0
2469536,8024,0
2469537,2503,0
2469538,1075,6
2469539,1465,1
2469540,1085,0
2469541,720,3
2469542,3327,1
2469543,336,3
2469544,2420,0
2469545,1085,0
2469546,2457,0
2469547,2995,0
2469548,2424,0
2469549,1301,0
2469558,8927,0
2469559,22426,1
2469560,5051,2
2469561,8933,9
2469562,11379,1
2469563,23688,2
2469564,23614,0
2469565,23303,2
2469567,9465,3
2469866,172,0
2469867,2282,2
2469868,157,0
2469869,2861,0
2469870,498,0
2469871,1184,1
2469872,29228,1
2469873,601,0
2469931,10484,1
2469932,449,0
2469933,524,2
2469934,1506,2
2469935,19771,2
2469936,2293,1
2469937,141,2
2469938,820,1
2469939,114,1
2469940,36,0
2469941,20,2
2469942,825,0
2469943,20698,0
2469944,6894,2
2469945,6890,0
2469946,3216,2
2469947,2381,2
2469948,126,1
2469949,126,0
2469950,524,0
2469951,141,0
2469952,449,1
2469953,19771,2
2469954,2293,0
2469955,114,1
2469956,1506,1
2469957,820,2
2469958,6894,1
2469959,6890,0
2469960,20,1
2469961,2381,1
2469962,36,0
2469963,10484,1
2469964,3216,2
2469965,20698,1
2469966,825,1
2469967,19771,0
2469968,449,0
2469969,524,2
2469970,20,1
2469971,2293,1
2469972,141,2
2469973,820,0
2469974,114,1
2469975,126,2
2469976,1506,0
2469977,3216,1
2469978,2381,2
2469979,36,1
2469980,6890,0
2469981,10484,0
2469982,825,2
2469983,20698,2
2469984,6894,0
2469985,141,0
2469986,126,1
2469987,524,4
2469988,820,1
2469989,114,2
2469990,20,5
2469991,19771,1
2469992,2293,0
2469993,825,2
2469994,36,2
2469995,1506,0
2469996,6894,1
2469997,10484,1
2469998,449,1
2469999,3216,0
2470000,20698,2
2470001,2381,0
2470002,6890,0
2470003,20,1
2470004,19771,0
2470005,820,2
2470006,114,2
2470007,126,1
2470008,825,1
2470009,2293,2
2470010,141,2
2470011,20698,1
2470012,36,1
2470013,1506,2
2470014,10484,0
2470015,449,3
2470016,524,0
2470017,3216,1
2470018,2381,3
2470019,6894,1
2470020,6890,2
2470021,141,1
2470022,820,1
2470023,2381,0
2470024,20,0
2470025,825,2
2470026,20698,0
2470027,2293,0
2470028,114,2
2470029,126,1
2470030,36,1
2470031,10484,1
2470032,524,0
2470033,449,0
2470034,19771,1
2470035,3216,0
2470036,6894,1
2470037,6890,1
2470038,1506,3
2470039,20698,0
2470040,126,2
2470041,20,2
2470042,2381,1
2470043,141,5
2470044,820,1
2470045,114,1
2470046,825,0
2470047,6894,1
2470048,36,1
2470049,6890,2
2470050,2293,0
2470051,19771,1
2470052,3216,2
2470053,10484,3
2470054,1506,1
2470055,449,3
2470056,524,1
2470057,6894,1
2470058,126,4
2470059,20698,1
2470060,3216,0
2470061,114,2
2470062,20,2
2470063,825,4
2470064,2381,0
2470065,141,1
2470066,1506,0
2470067,19771,1
2470068,820,1
2470069,141,2
2470070,6890,0
2470071,10484,5
2470072,449,2
2470073,524,3
2470074,2293,1
2470075,3216,2
2470076,20698,0
2470077,36,3
2470078,126,0
2470079,20,3
2470080,825,2
2470081,2381,1
2470082,6894,2
2470083,114,2
2470084,6890,1
2470085,6894,1
2470086,2381,3
2470087,36,2
2470088,20698,2
2470089,825,0
2470090,20,2
2470091,126,2
2470092,3216,1
2470093,449,0
2470094,820,1
2470095,141,2
2470096,2293,1
2470097,524,1
2470098,1506,2
2470099,10484,2
2470100,19771,0
2470101,114,2
2470102,3216,4
2470103,36,5
2470104,20698,1
2470105,6890,2
2470106,6894,0
2470107,2381,1
2470108,20,2
2470109,10484,0
2470110,825,2
2470239,2293,0
2470240,524,0
2470241,126,1
2470242,141,3
2470243,19771,2
2470244,449,1
2470245,1506,1
2470246,820,1
2470247,114,0
2470248,6890,2
2470249,1506,2
2470250,10484,2
2470251,3216,1
2470252,36,1
2470253,6894,1
2470254,2381,0
2470255,20698,2
2470256,825,0
2470257,524,0
2470258,449,5
2470259,114,1
2470260,141,0
2470261,2293,0
2470262,19771,2
2470263,20,0
2470264,126,2
2470265,820,4
2470266,6890,2
2470267,2381,1
2470268,449,0
2470269,36,1
2470270,6894,1
2470271,20698,2
2470272,1506,1
2470273,10484,1
2470274,3216,0
2470275,114,0
2470276,2293,1
2470277,126,3
2470278,141,3
2470279,19771,0
2470280,524,1
2470281,825,1
2470282,20,1
2470283,820,1
2470284,6894,0
2470285,524,0
2470286,10484,2
2470287,6890,0
2470288,36,5
2470289,2381,3
2470290,449,0
2470291,1506,2
2470292,3216,3
2470293,20,0
2470294,820,1
2470295,114,5
2470296,141,1
2470297,2293,1
2470298,19771,1
2470299,20698,1
2470300,825,1
2470301,126,1
2470302,524,0
2470303,449,1
2470304,3216,2
2470305,6890,1
2470306,36,1
2470307,6894,1
2470308,19771,1
2470309,1506,1
2470310,10484,3
2470311,20698,3
2470312,20,3
2470313,820,3
2470314,114,2
2470315,141,2
2470316,2293,1
2470317,2381,3
2470318,825,1
2470319,126,0
2470320,6890,2
2470321,449,2
2470322,1506,1
2470323,36,3
2470324,2293,0
2470325,19771,0
2470326,524,1
2470327,10484,1
2470328,3216,2
2470329,6894,1
2470330,2381,1
2470331,820,0
2470332,114,1
2470333,141,1
2470334,20698,3
2470335,825,2
2470336,20,0
2470337,126,2
2470338,6890,1
2470339,19771,1
2470340,1506,2
2470341,36,1
2470342,2293,1
2470343,524,0
2470344,449,0
2470345,10484,1
2470346,820,0
2470347,2381,1
2470348,20,1
2470349,3216,2
2470350,114,0
2470351,36,2
2470352,6894,3
2470353,20698,2
2470354,825,2
2470355,126,1
2470356,6890,2
2470357,524,1
2470358,10484,0
2470359,141,1
2470360,2293,0
2470361,19771,3
2470362,449,1
2470363,1506,3
2470364,820,1
2470374,20,1
2470375,114,2
2470376,234,1
2470812,1083,1
2470890,22,2
2470891,641,3
2470892,1181,0
2470893,1045,0
2470894,703,1
2470895,3688,1
2470896,2413,2
2470897,466,2
2470898,11177,0
2470899,2577,2
2470900,1027,1
2470901,1042,2
2470902,1110,5
2470903,2964,1
2470904,1071,1
2470905,2454,1
2470906,988,2
2470907,3371,0
2470908,352,2
2470909,1148,10
2470910,677,0
2470911,1302,3
2470912,2814,2
2470913,3884,1
2470914,989,2
2470915,1010,1
2470916,1150,9
2470917,986,1
2470918,1072,0
2470919,2805,0
2470920,899,2
2470921,3716,1
2470922,3820,1
2470923,603,2
2470924,1060,0
2473447,24898,1
2473448,1104,1
2473449,9690,2
2473450,2250,0
2473451,38561,0
2473452,40352,0
2473453,31255,0
2473454,4106,1
2473455,380,0
2473456,44884,1
2473457,34649,0
2473458,22338,0
2473459,4093,1
2473460,4031,2
2473461,27525,0
2473462,11337,0
2473463,1415,2
2473464,26955,1
2473637,18506,2
2473638,5228,0
2473639,420,0
2473640,1180,0
2473641,4391,0
2473642,282,3
2473643,1101,5
2473644,208,0
2473645,920,1
2473646,318,0
2473647,22220,0
2473648,3471,0
2473649,24832,2
2473658,6621,2
2473659,6055,1
2473660,10719,0
2473661,22140,1
2473662,195,3
2473663,6066,2
2473664,271,2
2473665,5546,4
2473666,144,2
2473667,8031,2
2473668,1092,1
2473669,2531,0
2473670,14178,0
2473671,987,2
2473672,370,2
2473673,10482,0
2473697,27,0
2475180,1049,1
2475181,1050,2
2475182,13,0
2475183,3709,1
2475184,1531,0
2475185,714,1
2475186,681,0
2475187,621,0
2475188,897,1
2475189,993,0
2475190,1084,0
2475191,368,2
2475192,3302,0
2475193,940,1
2475194,418,2
2475195,1533,1
2475196,367,2
2475197,16795,1
2475198,131,1
2475199,3368,0
2475200,714,1
2475201,3709,0
2475202,993,1
2475203,681,2
2475204,13,2
2475205,897,1
2475206,1531,3
2475207,1050,0
2475208,621,0
2475209,3368,0
2475210,1084,2
2475211,1049,3
2475212,368,3
2475213,3302,2
2475214,940,2
2475215,418,8
2475216,1533,2
2475217,367,2
2475218,16795,1
2475219,131,5
2475220,3709,0
2475221,993,0
2475222,681,0
2475223,13,1
2475224,897,1
2475225,1531,1
2475226,1050,1
2475227,621,1
2475228,3368,1
2475229,131,0
2475230,1084,0
2475231,714,0
2475232,1049,1
2475233,368,0
2475234,3302,1
2475235,940,1
2475236,418,2
2475237,1533,0
2475238,367,2
2475239,16795,0
2475240,993,1
2475241,681,0
2475242,13,1
2475243,897,1
2475244,1531,2
2475245,1050,3
2475246,621,0
2475247,3368,3
2475248,131,2
2475249,16795,1
2475250,1084,2
2475251,3709,2
2475252,714,0
2475253,1049,0
2475254,368,2
2475255,3302,0
2475256,940,1
2475257,418,5
2475258,1533,0
2475259,367,1
2475260,681,1
2475261,13,1
2475262,897,0
2475263,1531,1
2475264,1050,1
2475265,621,1
2475266,3368,0
2475267,131,1
2475268,16795,1
2475269,367,0
2475270,1084,1
2475271,993,2
2475272,3709,2
2475273,714,1
2475274,1049,3
2475275,368,0
2475276,3302,1
2475277,940,1
2475278,418,4
2475279,1533,3
2475280,13,1
2475281,897,0
2475282,1531,0
2475283,1050,1
2475284,621,0
2475285,3368,1
2475286,131,2
2475287,16795,0
2475288,367,1
2475289,1533,1
2475290,1084,1
2475291,681,0
2475292,993,2
2475293,3709,1
2475294,714,1
2475295,1049,1
2475296,368,1
2475297,3302,0
2475298,940,0
2475299,418,4
2475300,897,0
2475301,1531,0
2475302,1050,2
2475303,621,2
2475304,3368,1
2475305,131,1
2475306,16795,1
2475307,367,1
2475308,1533,1
2475309,418,2
2475310,1084,1
2475311,13,2
2475312,681,0
2475313,993,1
2475314,3709,1
2475315,714,1
2475316,1049,1
2475317,368,1
2475318,3302,2
2475319,940,0
2475320,1531,0
2475321,1050,1
2475322,621,1
2475323,3368,0
2475324,131,0
2475325,16795,1
2475326,367,0
2475327,1533,0
2475328,418,4
2475329,940,0
2475330,1084,2
2475331,897,0
2475332,13,4
2475333,681,1
2475334,993,0
2475335,3709,1
2475336,714,3
2475337,1049,1
2475338,368,1
2475339,3302,1
2475340,1050,2
2475341,621,0
2475342,3368,1
2475343,131,0
2475344,16795,0
2475345,367,2
2475346,1533,2
2475347,418,1
2475348,940,0
2475349,3302,2
2475350,1050,1
2475351,1531,2
2475352,897,0
2475353,13,1
2475354,681,1
2475355,993,1
2475356,3709,1
2475357,714,0
2475358,1049,1
2475359,368,2
2475360,621,0
2475361,3368,0
2475362,131,4
2475363,16795,0
2475364,367,1
2475365,1533,1
2475366,418,3
2475367,940,0
2475368,3302,2
2475369,1084,0
2475370,368,1
2475371,3368,0
2475372,367,1
2475373,940,1
2475374,131,6
2475375,3302,0
2475376,1533,0
2475377,1084,1
2475378,16795,2
2475379,418,2
2475380,1049,0
2475381,714,2
2475382,3709,0
2475383,993,0
2475384,681,1
2475385,13,3
2475386,897,2
2475387,1531,0
2475388,1050,2
2475389,621,2
2475390,1049,2
2475391,368,1
2475392,3302,2
2475393,940,1
2475394,418,0
2475395,1533,0
2475396,367,0
2475397,16795,0
2475398,131,5
2475399,1084,1
2475400,714,2
2475401,3709,0
2475402,993,0
2475403,681,2
2475404,13,0
2475405,897,0
2475406,1531,1
2475407,1050,0
2475408,621,0
2475409,3368,0
2475410,714,1
2475411,1049,2
2475412,368,3
2475413,3302,0
2475414,940,2
2475415,418,2
2475416,1533,0
2475417,367,0
2475418,16795,1
2475419,1084,1
2475420,3709,2
2475421,993,0
2475422,681,0
2475423,13,0
2475424,897,0
2475425,1531,1
2475426,1050,1
2475427,621,1
2475428,3368,2
2475429,131,3
2475430,3709,2
2475431,714,0
2475432,1049,1
2475433,368,4
2475434,3302,0
2475435,940,1
2475436,418,0
2475437,1533,1
2475438,367,1
2475439,1084,0
2475440,993,0
2475441,681,1
2475442,13,0
