id,away_club_id,away_club_goals
2512943,4482,2
2512944,338,5
2512945,6992,0
2512946,23611,0
2512947,339,3
2512948,660,6
2512949,338,2
2512950,2477,1
2512951,6996,2
2512952,2783,0
2512953,10690,2
2512954,23611,2
2512955,10690,2
2512956,6992,0
2512957,6993,1
2512958,6414,0
2512959,4482,1
2512960,2740,0
2513001,6996,1
2513002,2783,1
2513003,2477,0
2513004,339,5
2513005,338,3
2513006,660,4
2513007,6994,0
2514351,4128,1
2514352,11127,2
2514353,28095,0
2514354,964,0
2514355,1186,1
2514356,232,0
2514357,121,1
2514358,16704,1
2514360,294,0
2514713,465,0
2514714,2801,1
2514715,3015,2
2514856,4482,3
2514857,4128,1
2514858,28095,1
2514859,964,1
2514860,11127,0
2514861,16704,1
2514862,1186,1
2514863,121,1
2514864,1083,1
2514883,2578,0
2514884,2795,2
2514885,371,2
2514886,3021,1
2514887,3034,3
2515842,2921,0
2515949,1053,2
2515950,20100,2
2515951,206,2
2515952,5724,4
2515980,6574,1
2515981,398,3
2515982,1038,0
2515983,410,6
2515984,749,1
2515985,800,1
2515986,276,1
2515987,1390,1
2515996,16704,0
2515997,2410,1
2515998,932,0
2515999,4128,0
2516000,28095,2
2516001,2698,1
2516002,3729,1
2516003,11127,0
2516473,2451,2
2517223,11391,1
2517431,418,4
2517432,11391,1
2517458,338,0
2517459,6993,0
2517460,6414,0
2517461,4482,0
2517462,6992,0
2517463,10690,2
2517464,23611,1
2517465,6994,0
2517466,6996,0
2517467,2740,2
2517468,660,0
2517469,2477,0
2517470,339,3
2517471,2783,2
2517512,631,1
2517513,131,2
2517514,13,0
2517515,16,1
2517516,418,2
2517517,27,0
2517518,162,3
2517519,720,1
2517520,583,2
2517521,281,0
2517522,15,2
2517523,506,3
2517524,33,4
2517525,660,0
2517526,11,2
2517527,26,0
2517528,29,4
2517529,621,2
2517530,18,0
2517531,336,0
2517532,255,0
2517533,2282,3
2517534,121,0
2517535,683,0
2517536,6195,4
2517537,338,1
2517538,409,1
2517539,234,1
2517540,964,1
2517541,114,0
2517542,430,1
2517543,46,3
2517544,449,0
2517545,31,4
2517594,339,2
2517607,683,2
2517608,1837,0
2517609,1091,0
2517610,3392,1
2517611,653,3
2517612,9415,1
2517613,2672,2
2517614,47,0
2517615,3060,0
2517616,29962,1
2517617,5220,0
2517618,441,1
2517619,6676,1
2517620,35415,0
2517621,265,2
2517622,4602,2
2518319,36100,6
2518463,631,1
2518464,350,0
2518465,31,0
2518466,148,2
2518506,11391,5
2518507,1775,0
2518522,621,4
2518523,3368,0
2518524,418,0
2518525,681,0
2518526,714,1
2518527,3709,1
2518528,368,2
2518529,1531,0
2518530,940,2
2518531,1084,2
2518532,13,2
2518533,1050,2
2518534,1049,0
2518535,3302,0
2518536,16795,0
2518537,131,4
2518593,2671,2
2518594,653,2
2518595,3060,1
2518596,5572,0
2518597,6418,0
2518598,5219,0
2518599,7185,0
2518600,683,0
2518601,128,2
2518602,5572,0
2518603,169,3
2518604,265,3
2518605,5220,0
2518606,28956,0
2518607,2079,2
2518608,6676,0
2518609,1091,0
2518610,21957,0
2518611,128,3
2518612,3060,2
2518613,1091,3
2518614,653,1
2518615,2671,0
2518616,2672,0
2518617,5219,1
2518618,683,1
2518619,6418,0
2518620,28956,0
2518621,7185,1
2518622,5220,0
2518623,6418,0
2518624,5572,0
2518625,2079,2
2518626,21957,0
2518627,265,0
2518628,6676,0
2518629,5220,1
2518630,169,0
2518631,3060,0
2518632,683,3
2518633,2671,3
2518634,128,1
2518635,5219,1
2518636,1091,3
2518637,2672,3
2518638,653,1
2518639,7185,0
2518640,265,2
2518641,128,0
2518642,5572,0
2518643,21957,0
2518644,6418,0
2518645,6676,0
2518646,2079,1
2518647,169,3
2518648,2672,1
2518649,1091,1
2518650,3060,0
2518651,5220,1
2518652,5219,0
2518653,28956,0
2518654,265,0
2518655,2671,3
2518656,5572,0
2518657,2079,0
2518658,6676,2
2518659,6418,0
2518660,7185,1
2518661,653,0
2518662,128,1
2518663,683,1
2518664,5219,1
2518665,28956,0
2518666,5220,1
2518667,1091,1
2518668,265,1
2518669,2671,1
2518670,21957,3
2518671,169,3
2518672,2672,0
2518673,6676,0
2518674,653,0
2518675,3060,1
2518676,128,0
2518677,2671,1
2518678,7185,1
2518679,2079,3
2518680,6418,0
2518681,683,2
2518682,5219,2
2518683,6676,0
2518684,265,1
2518685,169,1
2518686,7185,1
2518687,21957,3
2518688,28956,0
2518689,2672,0
2518690,5572,0
2518691,5220,0
2518692,3060,1
2518693,5219,0
2518694,2672,2
2518696,2671,1
2518697,2079,0
2518698,128,0
2518699,1091,0
2518700,683,1
2524024,1269,3
2524025,1090,0
2524026,499,0
2524713,4864,3
2524714,7179,1
2524715,3348,1
2524716,1436,0
2524717,2503,0
2524718,3327,1
2524719,2425,1
2524720,2995,2
2524721,2424,2
2524722,2457,1
2524723,979,2
2524724,8024,1
2524728,7179,0
2524729,3348,4
2524730,7788,1
2524731,5227,1
2524732,976,2
2524733,4864,0
2524734,10140,0
2524735,3325,2
2524738,982,0
2524739,8024,0
2524740,979,1
2524741,8024,0
2524742,294,2
2524743,982,0
2524744,1301,1
2524745,2424,1
2524746,10140,1
2524747,2424,0
2524748,1465,2
2524749,1301,1
2524750,2457,0
2524751,336,2
2524752,2503,0
2524753,1085,2
2524754,336,2
2524755,2420,0
2524756,1085,1
2524757,2420,2
2524758,2457,0
2524759,2503,0
2524760,720,1
2524761,1075,1
2524762,976,1
2524763,2990,0
2524764,720,1
2524765,2425,0
2524766,2990,1
2524767,2425,1
2524768,1075,2
2524769,976,1
2526193,2990,0
2526194,2457,0
2526195,294,1
2526196,2995,0
2526197,2420,1
2526198,1301,1
2526199,2424,1
2526200,3327,3
2526201,720,1
2526202,8024,0
2526203,2503,2
2526204,1075,2
2526205,1465,0
2526206,2425,0
2526207,979,0
2526208,982,1
2526209,336,1
2526210,1085,1
2526211,2990,1
2526212,2424,2
2526213,2420,1
2526214,720,3
2526215,2457,1
2526216,1301,2
2526217,3327,0
2526218,2995,0
2526219,336,2
2526220,2990,0
2526221,8024,2
2526222,2503,1
2526223,1075,0
2526224,1465,2
2526225,294,2
2526226,979,0
2526227,2425,0
2526228,982,1
2526229,2457,1
2526230,2420,1
2526231,3327,0
2526232,2424,2
2526233,2995,3
2526234,720,0
2526235,1085,0
2526236,1301,1
2526237,336,4
2526238,2990,0
2526239,8024,1
2526240,294,5
2526241,1075,2
2526242,1465,0
2526243,982,0
2526244,720,2
2526245,2425,3
2526246,979,1
2526247,2995,0
2526248,2424,0
2526249,2420,2
2526250,2457,1
2526251,2503,0
2526252,3327,0
2526253,1301,3
2526254,336,1
2526255,1085,1
2526256,2990,2
2526257,8024,1
2526258,294,0
2526259,1075,1
2526260,1465,1
2526261,2424,1
2526262,720,1
2526263,982,1
2526264,2425,0
2526265,2457,2
2526266,2503,0
2526267,2995,0
2526268,3327,0
2526269,2420,4
2526270,979,2
2526271,1301,1
2526272,1085,0
2526273,336,1
2527958,621,0
2527959,368,1
2527960,3709,0
2527973,1084,0
2527974,714,0
2527975,1050,1
2527979,2079,1
2527980,653,4
2527981,2671,2
2527982,265,1
2527983,683,3
2527984,6676,1
2527985,2672,1
2527986,2441,1
2527987,7185,0
2527988,441,4
2527989,47,1
2527990,169,1
2527991,7646,5
2527992,21725,0
2527993,5219,0
2527994,128,1
2528139,13,0
2528140,131,3
2528604,2553,0
2528845,4482,3
2528846,6993,0
2528847,660,7
2528848,23611,1
2528849,338,6
2528850,10690,2
2528851,6992,0
2528852,6994,0
2528853,6414,1
2528854,6996,2
2528855,2477,1
2528856,339,0
2528857,2783,0
2528858,2740,2
2528963,398,1
2528964,506,1
2529125,798,4
2529632,987,1
2529634,2759,2
2529636,465,0
2529637,2578,0
2529638,1519,0
2529639,370,1
2529640,2999,0
2529641,2451,0
2529642,2553,1
2529643,465,0
2529644,2760,0
2529645,2759,2
2529646,2578,1
2529647,511,1
2529648,987,2
2529649,371,2
2529650,2451,0
2529651,2760,0
2529652,1519,1
2529653,465,0
2529654,2578,0
2529655,370,2
2529656,2999,0
2529657,371,1
2529658,987,0
2529659,511,0
2529660,2759,3
2529661,430,2
2529662,46,0
2530282,511,1
2530283,2759,3
2530793,29228,0
2530794,172,0
2530795,498,1
2530797,968,3
2530798,58,0
2530799,2282,3
2530800,2861,1
2530801,2861,0
2530802,1184,0
2530803,354,2
2530804,520,0
2530805,601,3
2530806,157,3
2530807,3508,0
2530808,3057,3
2530955,1269,5
2530956,798,0
2530957,720,1
2530978,148,0
2531136,368,3
2531137,610,3
2531138,58,1
2531139,855,1
2531140,383,0
2531141,148,0
2531142,371,0
2531143,452,1
2531144,416,3
2531145,82,0
2531146,1053,0
2531147,1050,3
2531148,12,2
2532361,29228,0
2532362,172,0
2532363,968,0
2532364,498,1
2532365,204,3
2532366,2282,0
2532367,58,2
2532368,28643,0
2532369,1184,2
2532370,3057,1
2532371,2861,1
2532372,520,1
2532373,601,0
2532374,354,1
2532375,498,1
2532376,157,0
2532377,28643,2
2532378,29228,0
2532379,172,3
2532380,968,0
2532381,3508,2
2532382,2282,1
2532383,58,1
2532384,204,1
2532385,28643,1
2532386,1050,1
2532387,714,1
2532388,131,3
2532389,621,2
2532448,5724,3
2532449,3426,3
2532450,5818,0
2532451,20100,0
2532452,206,0
2532453,173,0
2532454,5817,1
2532455,2778,0
2532456,1177,2
2532457,190,0
2532458,865,1
2532459,1053,3
2532460,5817,0
2532461,5818,1
2532462,206,1
2532463,3426,0
2532464,5724,1
2532465,173,2
2532466,865,2
2532467,1177,4
2532468,20100,0
2532469,190,1
2532470,173,0
2532471,1053,0
2532472,3426,2
2532473,5818,0
2532474,2778,2
2532475,5817,4
2532476,206,1
2532477,5724,1
2532478,2778,2
2532479,1177,2
2532480,865,3
2532481,190,0
2532482,1053,1
2532483,20100,2
2532484,3426,1
2532485,20100,1
2532486,173,2
2532487,865,2
2532488,206,1
2532489,190,4
2532490,1053,1
2532491,2778,0
2532492,1177,0
2532493,5724,0
2532494,5818,1
2532495,5817,0
2532496,1177,0
2532497,1053,3
2532498,865,0
2532499,190,0
2532500,173,2
2532501,20100,0
2532502,2778,1
2532503,3426,1
2532504,5724,2
2532505,5818,0
2532506,5817,2
2532507,206,2
2532508,190,1
2532509,5817,2
2532510,2778,0
2532511,1177,2
2532512,1053,1
2532513,865,1
2532514,190,0
2532515,173,2
2532516,206,2
2532517,3426,3
2532518,5724,1
2532519,20100,1
2532520,865,0
2532521,1053,0
2532522,5818,1
2532523,5817,3
2532524,2778,1
2532525,1177,1
2532526,173,0
2532527,206,3
2532528,3426,0
2532529,5724,2
2532530,5818,2
2532531,20100,1
2532532,1053,2
2532533,865,0
2532534,190,2
2532535,173,2
2532536,206,1
2532537,20100,1
2532538,5724,2
2532539,3426,1
2532540,2778,0
2532541,5817,1
2532542,5818,0
2532543,1177,1
2532968,6195,1
2532969,430,2
2532970,398,1
2532971,506,3
2532981,1085,0
2533038,169,0
2533039,2441,1
2533040,441,1
2533041,128,1
2533042,7646,1
2533043,653,0
2533044,47,4
2533045,683,3
2533672,2801,1
2533673,3194,1
2533674,1519,3
2533761,17602,0
2534014,371,1
2534015,1191,1
2534016,2795,0
2535538,520,0
2535539,498,0
2535540,354,3
2535541,1184,2
2535542,2861,0
2535543,29228,0
2535544,601,0
2535545,157,1
2536138,2801,0
2537189,2410,2
2537190,11127,0
2537191,16704,3
2537192,28095,1
2537193,932,1
2537194,1186,0
2537195,3729,0
2537196,11126,0
2537207,11127,1
2537208,4128,1
2537209,11126,0
2537210,3729,1
2537211,121,0
2537212,964,1
2537213,3725,1
2537214,2439,1
2537236,16704,2
2537237,4128,0
2537238,1083,0
2537239,2410,4
2537240,232,1
2537241,964,1
2537242,932,0
2537243,3725,0
2537253,11126,0
2537254,2696,0
2537255,2698,2
2537256,14589,1
2538955,338,1
2538956,610,0
2538957,416,0
2538958,46,1
2538959,368,3
2538960,121,1
2538961,114,1
2538962,12,1
2538963,29,2
2538964,339,1
2538965,964,0
2538966,82,2
2538967,1050,1
2538968,6195,0
2538969,2282,3
2538970,430,3
2543981,131,3
2544474,27,5
2544475,533,2
2544476,60,0
2544477,18,5
2544479,1519,0
2544480,1191,1
2544481,5817,0
2544482,3426,1
2544483,20100,0
2544484,190,1
2545918,172,0
2545919,3508,2
2545920,204,1
2545921,28643,3
2545922,968,0
2545923,58,2
2545924,520,0
2545925,3057,0
2545926,157,2
2545927,1184,0
2545928,29228,0
2545929,2861,4
2545930,601,0
2545931,2282,3
2545932,498,0
2545933,354,3
2547042,683,3
2547043,128,1
2547044,441,1
2547045,47,0
2547349,131,3
2547350,418,0
2547351,27,1
2547352,162,0
2547353,964,1
2547355,430,1
2547356,6195,4
2547357,339,0
2547382,720,1
2547383,583,0
2547384,13,0
2547386,368,2
2547387,338,0
2547388,82,2
2547389,2282,0
2549774,506,0
2550035,2698,3
2550036,932,2
2550037,11126,0
2550038,2439,1
2550039,2410,1
2550040,1083,1
2550041,3725,1
2550042,1186,3
2551054,4128,0
2551055,16704,2
2551056,964,2
2551057,11127,2
2551058,1186,0
2551059,121,2
2551060,232,0
2551061,28095,0
2551354,202,2
2551355,16,3
2551356,82,4
2551366,2439,2
2551367,2698,1
2551368,3729,1
2551369,11126,1
2551370,932,0
2551371,2410,0
2551372,3725,0
2551373,232,1
2551386,506,2
2551463,338,0
2551464,660,1
2551465,23611,1
2551466,339,1
2552233,371,2
2552955,371,2
2557032,932,0
2557033,232,3
2557034,11127,1
2557035,16704,1
2557036,121,0
2557037,964,0
2557038,3729,1
2557039,1186,0
2557592,987,0
2557593,2578,2
2557594,370,2
2557595,2760,2
2557596,2553,1
2557597,371,3
2557598,511,0
2557599,370,0
2557600,2999,3
2557601,2759,1
2557602,465,0
2557603,2451,1
2557604,2553,1
2557605,2451,1
2557606,2760,1
2557607,465,2
2557608,1519,1
2557609,371,1
2557610,371,0
2557611,370,1
2557612,1519,0
2557613,2553,4
2557614,2999,1
2557615,987,1
2557616,465,0
2557617,2759,2
2557618,2760,0
2557619,2578,1
2557620,2451,0
2557621,511,0
2558055,1519,1
2558358,6996,0
2558359,338,1
2558360,6993,1
2558361,4482,3
2558362,10690,1
2558363,6992,0
2558364,660,2
2558366,2740,1
2558367,6994,2
2558368,2477,2
2558369,2783,1
2558370,23611,1
2558371,339,0
2558482,1191,1
2559087,2439,2
2559088,11127,1
2559089,3725,1
2559090,2410,2
2559091,932,0
2559092,2698,0
2559093,121,2
2559094,3729,0
2559095,932,1
2559096,16704,3
2559097,11127,1
2559098,3725,1
2559099,11126,2
2559100,121,2
2559101,964,1
2559102,2698,2
2559103,1186,0
2559104,4128,1
2559105,2410,3
2559106,3729,0
2559107,2439,0
2559108,232,2
2559109,28095,1
2559110,1083,0
2559111,2439,0
2559112,3725,1
2559114,1186,2
2559115,964,1
2559116,2698,0
2559117,1083,0
2559118,121,1
2559128,16704,1
2559129,2410,1
2559130,2698,1
2559131,3729,1
2559132,4128,3
2559133,11127,3
2559134,11126,0
2559135,932,0
2560695,339,1
2560696,430,0
2560697,6195,0
2560698,368,2
2560715,418,1
2560716,27,0
2560717,131,2
2560718,506,1
2560965,932,5
2560966,2410,0
2561173,128,1
2561320,190,3
2561745,82,3
2561805,294,2
2567502,131,3
2567511,368,3
2567920,2410,4
2568461,964,0
2568462,11127,1
2568463,28095,2
2568464,1083,1
2568465,3725,0
2568466,3729,2
2568467,2439,1
2568468,2698,0
2569123,2439,1
2569175,660,4
2576512,27,5
2576657,105,5
2576658,41,2
2576659,44,2
2576660,89,1
2576661,127,2
2576662,3,4
2576663,254,5
2576664,23826,2
2576665,23,1
2576666,39,3
2576667,82,4
2576668,60,5
2576669,2,5
2576670,15,3
2576671,33,5
2576672,38,3
2576673,86,2
2576674,65,0
2576675,293,2
2576676,80,5
2576677,48,1
2576678,2036,4
2576679,16,2
2576680,4795,1
2576681,167,3
2576682,27,3
2576683,18,4
2576684,42,2
2576685,79,2
2576686,533,0
2576687,24,3
2576688,4,2
2577324,1219,1
2577325,899,4
2577326,2577,1
2577327,349,8
2577328,2963,1
2577329,3008,6
2577330,990,4
2577331,641,3
2577332,1045,2
2577333,3054,2
2577334,350,1
2577335,399,3
2577336,2413,2
2577337,1181,0
2577338,3820,1
2577339,986,0
2577340,466,3
2577341,1027,4
2577342,1132,0
2577343,3537,0
2577344,1039,3
2577345,2814,2
2577346,6699,2
2577347,337,2
2577348,3684,1
2577349,698,1
2577350,3696,1
2577351,3716,1
2577352,988,4
2577353,22,1
2577354,1237,1
2577355,1150,1
2577356,2804,2
2577357,931,1
2577358,1032,1
2577359,3884,0
2577857,405,1
2577858,2288,2
2577859,180,2
2577860,148,0
2577861,289,2
2577862,379,2
2577863,873,3
2577864,31,1
2577865,1010,2
2577866,281,3
2577883,762,0
2577884,29,3
2577885,985,1
2577886,989,0
2577887,631,0
2577888,1123,3
2577889,11,2
2577890,512,2
2577891,1003,2
2577892,984,0
2577893,31,0
2577894,631,3
2577895,405,1
2577896,281,2
2577897,512,1
2577898,989,4
2577899,762,0
2577900,2288,1
2577901,180,0
2577902,148,1
2577939,1003,1
2577940,1010,0
2577941,984,1
2577942,289,2
2577943,1123,0
2577944,985,1
2577945,512,0
2577946,11,1
2577947,379,3
2577948,873,2
2577949,29,0
2577950,631,1
2577951,148,1
2577952,281,1
2577953,2288,0
2577954,762,0
2577955,405,2
2577956,989,1
2577957,180,0
2577958,31,1
2577959,984,1
2577960,11,0
2577961,405,2
2577962,1010,2
2577963,1123,1
2577964,1003,2
2577965,379,2
2577966,985,3
2577967,631,2
2577968,289,0
2577969,281,1
2577970,989,1
2577971,11,5
2577972,873,0
2577973,29,0
2577974,985,0
2577975,180,3
2577976,2288,1
2577977,289,0
2577978,379,2
2577979,1003,2
2577980,512,1
2577981,1010,1
2577982,989,1
2577983,1003,2
2577984,985,3
2577985,873,1
2577986,29,3
2577987,762,1
2577988,1123,2
2577989,31,1
2577990,11,3
2577991,405,0
2577992,379,3
2577993,31,0
2577994,984,0
2577995,1123,2
2577996,148,5
2577997,289,0
2577998,281,0
2577999,1010,2
2578000,180,1
2578001,148,2
2578002,29,1
2578003,31,3
2578004,2288,2
2578005,873,0
2578006,631,1
2578007,512,1
2578008,984,1
2578009,289,2
2578010,985,0
2578011,405,1
2578012,1003,3
2578013,11,3
2578014,1123,1
2578015,512,0
2578016,281,0
2578017,989,0
2578018,148,1
2578019,762,0
2578020,379,0
2578021,873,2
2578022,1010,1
2578023,29,1
2578024,762,1
2578025,1123,0
2578026,289,1
2578027,180,1
2578028,989,2
2578029,512,1
2578030,1010,3
2578031,985,1
2578032,29,3
2578033,984,0
2578034,2288,0
2578035,1003,3
2578036,631,0
2578037,31,4
2578038,985,2
2578039,11,1
2578040,11,1
2578041,180,1
2578042,405,0
2578043,762,1
2578044,631,0
2578045,379,1
2578046,512,0
2578047,379,0
2578048,873,1
2578049,405,1
2578050,984,1
2578051,289,1
2578052,1123,0
2578053,989,1
2578054,1003,3
2578055,2288,0
2578056,31,0
2578057,985,1
2578058,148,1
2578059,2288,1
2578060,984,2
2578061,1010,1
2578062,11,2
2578063,180,0
2578064,281,1
2578065,631,1
2578066,512,0
2578067,281,0
2578068,1003,3
2578069,29,1
2578070,289,1
2578071,379,0
2578072,873,2
2578073,989,2
2578074,762,2
2578075,289,1
2578076,31,0
2578077,1003,0
2578078,1123,2
2578079,405,1
2578080,1010,2
2578081,379,1
2578082,148,2
2578083,11,0
2578084,984,2
2578085,289,4
2578086,985,0
2578087,1123,0
2578088,984,0
2578089,873,0
2578090,29,1
2578091,873,0
2578092,985,3
2578093,379,3
2578094,29,0
2578095,1003,1
2578096,1123,0
2578097,985,1
2578098,1010,0
2578099,1123,1
2578100,984,0
2578101,379,1
2578102,1003,1
2578103,11,0
2578104,11,3
2578105,1010,0
2578106,29,3
2578107,512,0
2578108,2288,2
2578109,289,1
2578110,31,5
2578111,631,1
2578112,405,0
2578113,762,1
2578114,148,3
2578115,281,2
2578116,180,0
2578117,873,0
2578118,180,1
2578119,281,1
2578120,148,3
2578121,2288,1
2578122,989,2
2578123,31,0
2578124,11,2
2578125,762,0
2578126,512,0
2578127,1123,0
2578128,989,1
2578129,29,3
2578130,985,1
2578131,631,0
2578132,379,0
2578133,1010,0
2578134,289,2
2578135,762,1
2578136,405,0
2578137,180,1
2578138,1010,2
2578139,873,1
2578140,985,1
2578141,1003,3
2578142,29,0
2578143,31,6
2578144,1003,1
2578145,984,0
2578146,984,1
2578147,148,2
2578148,631,2
2578149,379,2
2578150,281,1
2578151,405,1
2578152,512,3
2578153,2288,1
2578154,1123,0
2578155,2288,2
2578156,180,0
2578157,984,2
2578158,989,0
2578159,873,2
2578160,631,2
2578161,289,0
2578162,1010,0
2578163,873,2
2578164,11,2
2578165,148,0
2578166,29,3
2578167,405,0
2578168,289,1
2578169,379,3
2578170,762,0
2578171,512,1
2578172,1003,1
2578173,31,2
2578174,11,2
2578175,985,0
2578176,873,0
2578177,2288,2
2578178,281,0
2578179,989,3
2578180,180,2
2578181,631,1
2578182,984,0
2578183,1003,1
2578184,989,0
2578185,11,2
2578186,1123,0
2578187,148,2
2578188,1123,1
2578189,281,0
2578190,379,2
2578191,405,0
2578192,762,0
2578193,1010,1
2578194,289,1
2578195,631,4
2578196,31,2
2578197,1010,0
2578198,180,0
2578199,148,1
2578200,29,0
2578201,512,2
2578202,985,1
2578203,873,2
2578204,29,0
2578205,1123,0
2578206,984,0
2578207,762,2
2578208,762,1
2578209,2288,2
2578210,984,1
2578211,1003,2
2578212,631,0
2578213,281,4
2578214,989,2
2578215,29,1
2578216,11,3
2578217,512,1
2578218,985,0
2578219,405,0
2578220,180,0
2578221,2288,0
2578222,989,0
2578223,631,3
2578224,31,1
2578225,989,0
2578226,180,1
2578227,512,4
2578228,512,1
2578229,148,1
2578230,281,0
2578231,512,0
2578232,405,0
2578233,2288,1
2578234,631,4
2578235,379,2
2578236,631,0
2578237,985,2
2578238,1010,1
2578239,281,2
2578240,762,0
2578241,289,3
2578242,11,0
2578243,31,1
2578244,2288,0
2578245,989,1
2578246,1010,2
2578247,405,1
2578248,379,3
2578249,31,2
2578250,984,1
2578251,2288,4
2578252,379,1
2578253,984,1
2578254,1010,0
2578255,405,0
2578256,1123,0
2578257,405,2
2578258,148,4
2578259,989,1
2578260,29,1
2578261,762,0
2578262,148,2
2578263,29,0
2578264,1003,1
2578265,873,0
2578266,762,0
2578267,1123,0
2578268,985,1
2578269,512,1
2578270,289,2
2578271,281,3
2578272,873,1
2578273,762,2
2578274,148,1
2578275,148,2
2578276,180,1
2578277,31,0
2578278,180,4
2578279,873,1
2578280,2288,0
2578281,289,1
2578282,281,1
2578283,1003,1
2578284,31,1
2578285,281,2
2578286,180,2
2578287,11,2
2578288,631,2
2579615,660,2
2579876,2759,0
2579877,370,1
2579878,2760,0
2579879,2578,3
2579880,987,1
2579881,511,4
2579884,2553,0
2579885,43,2
2579886,1519,2
2579887,371,2
2579888,2999,0
2579889,2451,1
2579890,2999,0
2579891,511,2
2579892,987,0
2579893,2760,0
2579894,371,2
2579895,2759,1
2579896,2451,2
2579897,2578,1
2579898,1519,0
2579899,370,2
2579900,2553,2
2579901,43,2
2579902,511,0
2579903,371,3
2579904,2760,0
2579905,2999,2
2579906,2759,4
2579907,987,1
2579908,2578,1
2579909,2451,1
2579910,43,2
2579911,2553,0
2579912,370,2
2579913,1519,1
2579914,371,1
2579915,2553,2
2579916,43,0
2579917,511,1
2579918,2759,1
2579919,2999,1
2579920,511,0
2579921,2451,1
2579922,987,0
2579923,370,3
2579924,2578,1
2579925,2760,0
2579926,43,0
2579927,2759,3
2579928,370,1
2579929,2999,2
2579930,2760,1
2579931,1519,1
2579932,2578,5
2579933,987,1
2579934,371,2
2579935,2553,1
2579936,1519,0
2579937,2451,2
2579938,43,1
2579939,511,1
2579940,2451,0
2579941,371,1
2579942,370,0
2579943,2760,2
2579944,987,1
2579945,1519,0
2579946,2553,2
2579947,2759,0
2579948,2578,1
2579949,2999,1
2579950,370,1
2579951,2759,0
2579952,2578,4
2579953,511,1
2579954,987,1
2579955,43,4
2579956,1519,0
2579957,2760,1
2579958,2999,0
2579959,2451,3
2579960,371,4
2579961,2553,1
2579962,2553,0
2579963,2578,2
2579964,370,1
2579965,511,1
2579966,2451,1
2579967,987,0
2579968,2759,1
2579969,2999,2
2579970,371,3
2579971,2760,5
2579972,43,2
2579973,511,1
2579974,2999,1
2579975,370,2
2579976,2451,0
2579977,1519,1
2579978,987,0
2579979,2578,3
2580205,38204,2
2580207,21532,1
2580208,10301,2
2580211,10854,0
2580212,5771,0
2580213,11479,1
2580214,10734,2
2581147,41,0
2581148,18,0
2581149,33,3
2581150,533,1
2581151,24,1
2581152,3,3
2581153,42,2
2581154,4795,1
2581155,44,1
2581174,105,1
2581175,39,2
2581176,79,2
2581177,167,1
2581178,82,1
2581179,15,1
2581180,86,1
2581181,27,2
2581182,16,4
2581183,15,0
2581184,44,1
2581185,33,0
2581186,24,4
2581187,18,1
2581188,41,1
2581189,42,0
2581190,533,0
2581191,4795,1
2581192,167,1
2581193,39,1
2581194,105,1
2581195,41,3
2581196,3,2
2581197,16,4
2581198,79,1
2581199,86,3
2581200,82,0
2581201,5817,2
2581202,1063,0
2581203,5818,0
2581204,5724,0
2581205,206,1
2581206,3426,1
2581207,1053,1
2581208,865,2
2581209,2778,0
2581210,173,2
2581211,190,2
2581212,678,0
2581213,3426,1
2581214,173,0
2581215,5724,2
2581216,190,3
2581217,5818,2
2581218,1053,1
2581219,678,2
2581220,1063,1
2581221,5817,4
2581222,2778,1
2581223,206,3
2581224,865,2
2581225,190,0
2581226,1053,3
2581227,3426,2
2581228,206,4
2581229,5724,3
2581230,5818,0
2581231,2778,3
2581232,865,1
2581233,1063,1
2581234,5817,0
2581235,678,2
2581236,173,1
2581237,3426,0
2581238,1063,1
2581239,5724,2
2581240,206,2
2581241,190,0
2581242,5818,0
2581243,1053,2
2581244,173,2
2581245,678,3
2581246,865,0
2581247,2778,1
2581248,5817,0
2581249,5724,2
2581250,2778,1
2581251,5817,2
2581252,1063,0
2581253,206,1
2581254,5818,0
2581255,3426,2
2581256,190,0
2581257,1053,0
2581258,173,0
2581259,678,0
2581260,865,2
2581261,678,0
2581262,173,5
2581263,5817,0
2581264,1063,0
2581265,3426,1
2581266,5818,1
2581267,206,2
2581268,5724,1
2581269,5817,2
2581270,5818,1
2581271,2778,0
2581272,1053,2
2581273,3426,2
2581274,190,2
2581275,173,1
2581276,865,1
2581277,1053,0
2581278,678,1
2581279,1063,4
2581280,206,5
2581281,5724,0
2581282,5817,0
2581283,5818,0
2581284,2778,1
2581285,3426,1
2581286,190,0
2581287,173,1
2581288,2778,1
2581289,1053,2
2581290,678,1
2581291,865,1
2581292,1063,0
2581293,206,1
2581294,5724,2
2581295,5817,2
2581296,5818,4
2581297,3426,1
2581298,190,1
2581299,5818,0
2581300,2778,0
2581301,1053,2
2581302,678,0
2581303,173,1
2581304,865,1
2581305,1063,0
2581306,206,2
2581307,5724,0
2581308,5817,1
2581309,3426,1
2581310,5817,1
2581311,5818,0
2581312,2778,1
2581313,1053,1
2581314,678,2
2581315,190,0
2581316,173,1
2581317,865,1
2581318,1063,6
2581319,206,1
2581320,5724,0
2581321,5724,0
2581322,5817,0
2581323,5818,0
2581324,2778,1
2581325,1053,2
2581326,678,1
2581327,3426,0
2581328,190,0
2581329,173,2
2581330,865,2
2581331,1063,3
2581332,678,2
2581333,1063,0
2581334,5817,0
2581335,5724,1
2581336,206,0
2581337,2778,0
2581338,5818,1
2581339,865,1
2581340,173,0
2581341,190,1
2581342,678,2
2581343,1053,2
