id,clubs_id
207917,1050
222571,1050
229604,1050
238868,1050
242287,1050
27924,1050
285771,1050
294894,1050
30749,1050
336646,1050
341277,1050
341278,1050
348795,1050
349599,1050
355861,1050
356197,1050
373353,1050
37579,1050
39004,1050
399776,1050
399779,1050
401922,1050
40428,1050
404632,1050
411294,1050
44412,1050
44674,1050
455056,1050
466298,1050
480763,1050
51710,1050
527966,1050
547248,1050
548111,1050
56134,1050
568157,1050
585323,1050
5856,1050
58576,1050
59561,1050
60445,1050
614464,1050
626913,1050
627287,1050
631098,1050
63494,1050
65467,1050
73250,1050
74869,1050
77737,1050
80293,1050
102134,1053
129085,1053
129092,1053
148344,1053
15118,1053
15128,1053
15135,1053
155960,1053
158810,1053
161368,1053
161465,1053
164145,1053
194998,1053
204141,1053
204143,1053
210528,1053
223032,1053
226450,1053
234807,1053
247909,1053
261055,1053
266615,1053
301883,1053
309414,1053
315561,1053
321860,1053
336724,1053
337799,1053
342269,1053
345647,1053
366937,1053
369672,1053
369673,1053
369675,1053
37222,1053
374281,1053
388465,1053
422929,1053
422947,1053
439457,1053
462829,1053
462831,1053
47785,1053
48803,1053
490842,1053
514193,1053
514897,1053
525971,1053
527347,1053
529113,1053
542877,1053
543311,1053
543822,1053
545331,1053
584118,1053
585202,1053
615597,1053
62451,1053
663347,1053
74900,1053
75422,1053
79607,1053
799899,1053
95990,1053
102142,1063
104918,1063
128407,1063
133810,1063
140069,1063
15039,1063
166460,1063
181061,1063
196126,1063
202570,1063
203895,1063
204136,1063
217684,1063
22176,1063
22467,1063
229032,1063
250464,1063
255172,1063
257558,1063
258049,1063
265671,1063
27612,1063
302810,1063
325992,1063
357917,1063
358422,1063
360517,1063
37527,1063
410897,1063
42694,1063
433600,1063
436912,1063
44247,1063
457979,1063
469797,1063
479019,1063
487924,1063
514889,1063
514891,1063
528451,1063
531927,1063
542525,1063
589139,1063
61867,1063
62445,1063
631704,1063
718318,1063
75637,1063
79989,1063
799900,1063
92741,1063
97343,1063
97503,1063
104590,10690
120543,10690
122088,10690
157373,10690
176415,10690
202659,10690
207889,10690
210689,10690
213976,10690
238437,10690
24000,10690
24010,10690
24670,10690
248454,10690
248932,10690
255639,10690
257461,10690
257937,10690
259461,10690
267330,10690
272624,10690
289095,10690
289802,10690
293253,10690
313753,10690
317467,10690
340866,10690
343153,10690
343175,10690
347270,10690
350828,10690
351557,10690
37303,10690
373044,10690
373302,10690
396532,10690
401822,10690
404844,10690
404846,10690
419119,10690
430190,10690
43290,10690
43393,10690
460591,10690
476364,10690
480975,10690
483975,10690
50346,10690
53270,10690
539444,10690
542596,10690
561875,10690
561885,10690
576022,10690
58238,10690
59896,10690
59973,10690
606952,10690
615333,10690
628570,10690
631819,10690
675878,10690
709479,10690
748838,10690
748936,10690
755174,10690
775832,10690
787776,10690
80312,10690
82608,10690
837005,10690
863202,10690
880039,10690
892052,10690
892053,10690
91448,10690
924466,10690
94924,10690
107667,1075
122844,1075
131163,1075
139336,1075
14127,1075
176485,1075
177547,1075
179860,1075
182468,1075
184953,1075
193303,1075
193830,1075
220722,1075
225819,1075
226085,1075
261927,1075
262689,1075
269116,1075
271438,1075
27300,1075
286908,1075
292281,1075
297467,1075
305946,1075
329722,1075
340376,1075
34159,1075
342843,1075
349443,1075
351751,1075
357156,1075
357788,1075
377641,1075
411838,1075
432958,1075
478357,1075
478365,1075
498237,1075
506175,1075
51454,1075
517300,1075
539154,1075
575373,1075
57943,1075
58267,1075
586853,1075
627228,1075
629773,1075
657385,1075
657386,1075
657387,1075
657430,1075
657446,1075
667121,1075
704553,1075
72767,1075
72855,1075
731879,1075
744072,1075
906329,1075
111482,1082
12096,1082
14949,1082
16408,1082
17179,1082
17348,1082
18900,1082
190333,1082
226073,1082
238632,1082
251075,1082
258027,1082
258267,1082
277268,1082
288415,1082
290256,1082
292818,1082
294873,1082
30757,1082
324799,1082
33829,1082
344606,1082
34987,1082
357796,1082
361093,1082
362108,1082
370846,1082
371686,1082
37760,1082
392301,1082
392304,1082
392770,1082
420465,1082
435485,1082
447217,1082
463600,1082
464990,1082
481176,1082
485706,1082
496857,1082
503327,1082
513158,1082
531338,1082
533738,1082
557610,1082
569361,1082
60583,1082
644032,1082
707246,1082
743987,1082
766839,1082
84301,1082
102284,1083
104605,1083
104704,1083
114831,1083
129363,1083
144583,1083
146918,1083
149810,1083
15008,1083
15075,1083
15569,1083
183137,1083
183436,1083
186059,1083
187532,1083
189715,1083
195730,1083
195810,1083
214265,1083
217921,1083
229817,1083
230166,1083
231306,1083
235347,1083
240178,1083
249102,1083
251028,1083
260543,1083
267396,1083
276586,1083
280027,1083
287189,1083
289643,1083
293829,1083
300110,1083
300532,1083
300538,1083
322065,1083
345535,1083
362575,1083
363009,1083
363010,1083
37933,1083
379842,1083
382500,1083
392210,1083
392678,1083
392680,1083
394198,1083
398827,1083
398833,1083
398837,1083
398841,1083
398843,1083
398844,1083
398845,1083
398847,1083
398849,1083
398850,1083
44318,1083
44367,1083
449721,1083
461682,1083
485657,1083
485658,1083
501250,1083
501767,1083
515051,1083
5245,1083
52472,1083
555837,1083
561856,1083
566046,1083
570423,1083
574930,1083
582343,1083
59411,1083
601500,1083
605534,1083
61397,1083
621553,1083
621586,1083
621589,1083
63149,1083
651269,1083
651735,1083
666211,1083
685756,1083
685760,1083
685761,1083
685762,1083
685848,1083
685854,1083
685855,1083
699265,1083
727569,1083
743230,1083
743231,1083
743232,1083
743233,1083
745910,1083
746479,1083
787299,1083
787300,1083
787301,1083
787302,1083
787303,1083
787304,1083
787305,1083
866001,1083
88016,1083
98539,1083
109008,1084
120582,1084
13038,1084
164477,1084
189525,1084
215,1084
22550,1084
242295,1084
25441,1084
27448,1084
28171,1084
284454,1084
2963,1084
307805,1084
324946,1084
341230,1084
355624,1084
386196,1084
44027,1084
44073,1084
45305,1084
464896,1084
53350,1084
585700,1084
7782,1084
100127,1085
104277,1085
108820,1085
125172,1085
129124,1085
131314,1085
138141,1085
140160,1085
14331,1085
149928,1085
150535,1085
153033,1085
157884,1085
165402,1085
168683,1085
172143,1085
17370,1085
177184,1085
180271,1085
181486,1085
182718,1085
190705,1085
193515,1085
200985,1085
205022,1085
212713,1085
214654,1085
224669,1085
226896,1085
229854,1085
235840,1085
236541,1085
24202,1085
24846,1085
25175,1085
25211,1085
253232,1085
257459,1085
258263,1085
259014,1085
26229,1085
267967,1085
269927,1085
276596,1085
290384,1085
306143,1085
33710,1085
34029,1085
34706,1085
347090,1085
352925,1085
358200,1085
36923,1085
372450,1085
372459,1085
372478,1085
372626,1085
389564,1085
396123,1085
396427,1085
407841,1085
43845,1085
448255,1085
468272,1085
470960,1085
48206,1085
48703,1085
517669,1085
517699,1085
523228,1085
52676,1085
532900,1085
541402,1085
555703,1085
55977,1085
58175,1085
596308,1085
631472,1085
648021,1085
65542,1085
65992,1085
671801,1085
67804,1085
83485,1085
83757,1085
84363,1085
86811,1085
91384,1085
104223,1090
112052,1090
116471,1090
125250,1090
136180,1090
144244,1090
215094,1090
228478,1090
231378,1090
241502,1090
250686,1090
258356,1090
265051,1090
274811,1090
276135,1090
282783,1090
28815,1090
30697,1090
313944,1090
324503,1090
328874,1090
332377,1090
339327,1090
339328,1090
340459,1090
342012,1090
356537,1090
361074,1090
36391,1090
367992,1090
374220,1090
393238,1090
394688,1090
395421,1090
405385,1090
412943,1090
424328,1090
433984,1090
436061,1090
450539,1090
460939,1090
485591,1090
515386,1090
559335,1090
564489,1090
566271,1090
568377,1090
595937,1090
595940,1090
60317,1090
60971,1090
6931,1090
71123,1090
718303,1090
730861,1090
111965,1091
113083,1091
122835,1091
123497,1091
12883,1091
137648,1091
14940,1091
15153,1091
153190,1091
160668,1091
166591,1091
189157,1091
19286,1091
197642,1091
206843,1091
209649,1091
22378,1091
224884,1091
227035,1091
245027,1091
254659,1091
261058,1091
26582,1091
267497,1091
278842,1091
292350,1091
292621,1091
295663,1091
298638,1091
307315,1091
319287,1091
330060,1091
330126,1091
336726,1091
348522,1091
348523,1091
350364,1091
35247,1091
355751,1091
357163,1091
35884,1091
365247,1091
36688,1091
37278,1091
37397,1091
387928,1091
388236,1091
390125,1091
390126,1091
390127,1091
390129,1091
393621,1091
395067,1091
416468,1091
448920,1091
45559,1091
464528,1091
464530,1091
468260,1091
481692,1091
487210,1091
505925,1091
507310,1091
51161,1091
51604,1091
540058,1091
556103,1091
567492,1091
57814,1091
59084,1091
61505,1091
65,1091
69004,1091
724039,1091
72768,1091
73097,1091
79612,1091
85825,1091
88348,1091
9602,1091
106225,1095
118278,1095
120760,1095
125350,1095
126683,1095
127128,1095
12934,1095
129990,1095
14951,1095
154169,1095
157494,1095
160910,1095
170938,1095
193256,1095
212804,1095
213052,1095
234802,1095
250038,1095
254358,1095
274484,1095
275361,1095
277635,1095
282199,1095
282734,1095
283127,1095
292820,1095
325223,1095
337798,1095
33925,1095
33927,1095
339943,1095
351843,1095
424071,1095
427161,1095
429790,1095
456445,1095
47653,1095
485959,1095
508941,1095
510262,1095
51118,1095
536507,1095
55237,1095
554251,1095
5597,1095
5622,1095
57348,1095
57466,1095
63846,1095
649452,1095
65921,1095
68718,1095
721746,1095
75282,1095
804708,1095
859396,1095
917120,1095
13103,1096
140804,1096
147043,1096
16617,1096
182201,1096
182424,1096
183383,1096
186499,1096
19139,1096
193469,1096
194433,1096
20296,1096
203503,1096
22377,1096
232859,1096
234193,1096
251303,1096
255888,1096
258039,1096
265383,1096
275956,1096
279254,1096
289640,1096
290537,1096
295060,1096
315337,1096
322702,1096
329519,1096
335841,1096
357780,1096
363779,1096
38356,1096
412688,1096
41982,1096
42266,1096
429086,1096
431539,1096
4323,1096
435775,1096
43886,1096
442320,1096
44624,1096
450218,1096
452584,1096
45347,1096
460378,1096
502239,1096
506948,1096
520839,1096
52524,1096
52746,1096
535282,1096
55687,1096
559328,1096
560642,1096
600481,1096
601555,1096
61865,1096
627358,1096
652803,1096
661171,1096
687628,1096
708876,1096
719383,1096
719384,1096
738774,1096
826375,1096
838813,1096
877417,1096
93309,1096
94298,1096
95755,1096
111455,11
112988,11
121990,11
126321,11
132,11
160438,11
205757,11
228370,11
230784,11
253341,11
258920,11
285847,11
287247,11
300716,11
314341,11
314384,11
316264,11
319213,11
331560,11
335721,11
340307,11
340310,11
340320,11
340324,11
343052,11
381967,11
392765,11
397099,11
404386,11
427568,11
433177,11
435338,11
46741,11
470597,11
480191,11
493513,11
503765,11
503768,11
503769,11
503770,11
506965,11
52769,11
528894,11
535955,11
547533,11
5658,11
586736,11
655488,11
6710,11
72476,11
7451,11
93720,11
127108,1108
133794,1108
139895,1108
139915,1108
172015,1108
176140,1108
177046,1108
184767,1108
193938,1108
217886,1108
221986,1108
242497,1108
243541,1108
245893,1108
246277,1108
249274,1108
249471,1108
251046,1108
261502,1108
263627,1108
263860,1108
266795,1108
268258,1108
277118,1108
278837,1108
278992,1108
282421,1108
295065,1108
298197,1108
337977,1108
351746,1108
354697,1108
364237,1108
380365,1108
425028,1108
44675,1108
454187,1108
45639,1108
46110,1108
480883,1108
483573,1108
483742,1108
50487,1108
510971,1108
524937,1108
527350,1108
533568,1108
559979,1108
568158,1108
582718,1108
598608,1108
615636,1108
630990,1108
634461,1108
67080,1108
676318,1108
718027,1108
718032,1108
718035,1108
71840,1108
72484,1108
76273,1108
7781,1108
81999,1108
892217,1108
93142,1108
98596,1108
101682,1110
102382,1110
121398,1110
13683,1110
157368,1110
200777,1110
201576,1110
245034,1110
258216,1110
261739,1110
27659,1110
278092,1110
285551,1110
287167,1110
312017,1110
346468,1110
348863,1110
380913,1110
38383,1110
453594,1110
47995,1110
49501,1110
55125,1110
560694,1110
566349,1110
57842,1110
61549,1110
61573,1110
657994,1110
67283,1110
146284,11126
15590,11126
184071,11126
24984,11126
25916,11126
276792,11126
34396,11126
34643,11126
36821,11126
38682,11126
42300,11126
425516,11126
426680,11126
44022,11126
46175,11126
48537,11126
55538,11126
75209,11126
100188,11127
103221,11127
103950,11127
104514,11127
116905,11127
117551,11127
117802,11127
123485,11127
131323,11127
136397,11127
137179,11127
145854,11127
15071,11127
15072,11127
15074,11127
151197,11127
15380,11127
170625,11127
178608,11127
181177,11127
190358,11127
194947,11127
195728,11127
207528,11127
212260,11127
21338,11127
214243,11127
214715,11127
217686,11127
217754,11127
230845,11127
235755,11127
25066,11127
256488,11127
25734,11127
25860,11127
258773,11127
260370,11127
262718,11127
264595,11127
264796,11127
279955,11127
279992,11127
282630,11127
285064,11127
291236,11127
29246,11127
29258,11127
300447,11127
302000,11127
310132,11127
322798,11127
330783,11127
334432,11127
334481,11127
335900,11127
338908,11127
343957,11127
357898,11127
360451,11127
362791,11127
366751,11127
381067,11127
383600,11127
385257,11127
389030,11127
398721,11127
42109,11127
425749,11127
428119,11127
434598,11127
436906,11127
444833,11127
447257,11127
44742,11127
455014,11127
46504,11127
47217,11127
48514,11127
48521,11127
49251,11127
515060,11127
515078,11127
52097,11127
52956,11127
567021,11127
570508,11127
585013,11127
59187,11127
59189,11127
596522,11127
598828,11127
599287,11127
605923,11127
623306,11127
62524,11127
64711,11127
673998,11127
686059,11127
70869,11127
724969,11127
744146,11127
86788,11127
89597,11127
109751,1123
112617,1123
12127,1123
121385,1123
121388,1123
12384,1123
126600,1123
128904,1123
140579,1123
159239,1123
198516,1123
201574,1123
203127,1123
203464,1123
207771,1123
226219,1123
236953,1123
24589,1123
246963,1123
257805,1123
258916,1123
291739,1123
29391,1123
295630,1123
33027,1123
332341,1123
339013,1123
361260,1123
377393,1123
383109,1123
390664,1123
393325,1123
39372,1123
3995,1123
423744,1123
42513,1123
425713,1123
43193,1123
434223,1123
447063,1123
451677,1123
45395,1123
45760,1123
46972,1123
471690,1123
49327,1123
507700,1123
532464,1123
547534,1123
563306,1123
618901,1123
621993,1123
65255,1123
74088,1123
77812,1123
82243,1123
82863,1123
93831,1123
100160,11282
109974,11282
114400,11282
131756,11282
137609,11282
145025,11282
15762,11282
16058,11282
168952,11282
171411,11282
177032,11282
184440,11282
217169,11282
228940,11282
237125,11282
248756,11282
255672,11282
256772,11282
266340,11282
276255,11282
278654,11282
294142,11282
29631,11282
315272,11282
315753,11282
327402,11282
336359,11282
338794,11282
348671,11282
356099,11282
358143,11282
37944,11282
388188,11282
388269,11282
397090,11282
422203,11282
43055,11282
462781,11282
489345,11282
50655,11282
511117,11282
511118,11282
514120,11282
51938,11282
52082,11282
548270,11282
55501,11282
56005,11282
56046,11282
563749,11282
595201,11282
60799,11282
615355,11282
616460,11282
616467,11282
618898,11282
622069,11282
632112,11282
63342,11282
64411,11282
647120,11282
652426,11282
655898,11282
655903,11282
668013,11282
69978,11282
700305,11282
70412,11282
77752,11282
78798,11282
80073,11282
858650,11282
860073,11282
99548,11282
101500,1132
102258,1132
111114,1132
11756,1132
120599,1132
128229,1132
128828,1132
14221,1132
15773,1132
158700,1132
173483,1132
173504,1132
192080,1132
195633,1132
197660,1132
214666,1132
22491,1132
228645,1132
234781,1132
24634,1132
248576,1132
25366,1132
285033,1132
293569,1132
320424,1132
3292,1132
3306,1132
33507,1132
34691,1132
3630,1132
367195,1132
36894,1132
381156,1132
382552,1132
385918,1132
385920,1132
385922,1132
396174,1132
396861,1132
397102,1132
4055,1132
40613,1132
4072,1132
410436,1132
43763,1132
45494,1132
45623,1132
469050,1132
48078,1132
49755,1132
503683,1132
53360,1132
57915,1132
581890,1132
584769,1132
598958,1132
63200,1132
641441,1132
657863,1132
677311,1132
7330,1132
74810,1132
788283,1132
85928,1132
89231,1132
91317,1132
9218,1132
93321,1132
118287,114
118998,114
119557,114
147487,114
16101,114
16816,114
173463,114
179184,114
199283,114
206197,114
207576,114
215679,114
241701,114
251452,114
258626,114
258669,114
275352,114
285439,114
29622,114
317086,114
330236,114
336246,114
336248,114
336252,114
338055,114
338068,114
338783,114
338792,114
338803,114
341019,114
341549,114
343463,114
355092,114
369291,114
370834,114
38497,114
396333,114
402536,114
406609,114
441170,114
44162,114
44402,114
46083,114
461944,114
461947,114
461948,114
461951,114
471251,114
477929,114
477930,114
477934,114
500091,114
51894,114
522851,114
55322,114
558720,114
58426,114
655899,114
66515,114
685131,114
69374,114
720613,114
727147,114
7346,114
73741,114
739885,114
743091,114
77710,114
77966,114
82130,114
86930,114
875333,114
875337,114
95152,114
125314,1148
134277,1148
148367,1148
204294,1148
249873,1148
251664,1148
251845,1148
262749,1148
270171,1148
319859,1148
328658,1148
339556,1148
340321,1148
372240,1148
388165,1148
391005,1148
413039,1148
421637,1148
442248,1148
453704,1148
456292,1148
48870,1148
52059,1148
533916,1148
587019,1148
69633,1148
102779,1158
112022,1158
120651,1158
126530,1158
127182,1158
12906,1158
141761,1158
149551,1158
189744,1158
20622,1158
236414,1158
238626,1158
238647,1158
23960,1158
270412,1158
272634,1158
291128,1158
314912,1158
3266,1158
333383,1158
341942,1158
342212,1158
345536,1158
353205,1158
358506,1158
358507,1158
358508,1158
358511,1158
358512,1158
386057,1158
391720,1158
39909,1158
39914,1158
412671,1158
412829,1158
428954,1158
442552,1158
460245,1158
490223,1158
51369,1158
524986,1158
538874,1158
5576,1158
56794,1158
57134,1158
579930,1158
593315,1158
629587,1158
633992,1158
648886,1158
704270,1158
766412,1158
790620,1158
799936,1158
80036,1158
804547,1158
823231,1158
8498,1158
93744,1158
93759,1158
98315,1158
109720,1159
127098,1159
129561,1159
1327,1159
16353,1159
205497,1159
23952,1159
263294,1159
270646,1159
272617,1159
302314,1159
360667,1159
374040,1159
39924,1159
506009,1159
53306,1159
5345,1159
5406,1159
56802,1159
75645,1159
77348,1159
126705,1160
164912,1160
170509,1160
184145,1160
184473,1160
188915,1160
190338,1160
190786,1160
232895,1160
251813,1160
255220,1160
264567,1160
282900,1160
323872,1160
341396,1160
344599,1160
345041,1160
347594,1160
347595,1160
364233,1160
364239,1160
391376,1160
41063,1160
412092,1160
413038,1160
444725,1160
456080,1160
476079,1160
509234,1160
524318,1160
531960,1160
537127,1160
545520,1160
57170,1160
57372,1160
60607,1160
654420,1160
707317,1160
717421,1160
729818,1160
81460,1160
814725,1160
83700,1160
847772,1160
862880,1160
95336,1160
111527,1162
164451,1162
170979,1162
170982,1162
171557,1162
178540,1162
182312,1162
191056,1162
22642,1162
228434,1162
228891,1162
230066,1162
230221,1162
245083,1162
28328,1162
33914,1162
34160,1162
352332,1162
3569,1162
363717,1162
371144,1162
372710,1162
379742,1162
390548,1162
412085,1162
416168,1162
45247,1162
45846,1162
489971,1162
50142,1162
526422,1162
5338,1162
539232,1162
5451,1162
548716,1162
5639,1162
56815,1162
57208,1162
57525,1162
58818,1162
593279,1162
593318,1162
593319,1162
593320,1162
593322,1162
60578,1162
651973,1162
74709,1162
76055,1162
77395,1162
95680,1162
101304,11688
134497,11688
136834,11688
171336,11688
187293,11688
199470,11688
204189,11688
204201,11688
248271,11688
262609,11688
306222,11688
313359,11688
335725,11688
338226,11688
364861,11688
373191,11688
414680,11688
456449,11688
456467,11688
539321,11688
55409,11688
558727,11688
684699,11688
793415,11688
813032,11688
842597,11688
98131,11688
102132,1177
114680,1177
119533,1177
140957,1177
148364,1177
14962,1177
15125,1177
161617,1177
174001,1177
183499,1177
186383,1177
187103,1177
20843,1177
221916,1177
224892,1177
22495,1177
229031,1177
23160,1177
235964,1177
237426,1177
258520,1177
260160,1177
281492,1177
283917,1177
293279,1177
293326,1177
297990,1177
325179,1177
332071,1177
345591,1177
367405,1177
368618,1177
368620,1177
37227,1177
39524,1177
400532,1177
41843,1177
422721,1177
422950,1177
428725,1177
434792,1177
44717,1177
455241,1177
46004,1177
470738,1177
47769,1177
48858,1177
48895,1177
48897,1177
511534,1177
514893,1177
514894,1177
514895,1177
518854,1177
524081,1177
528454,1177
541601,1177
541628,1177
542654,1177
542691,1177
542697,1177
542762,1177
587298,1177
591956,1177
61881,1177
62402,1177
68847,1177
69306,1177
69905,1177
799986,1177
800010,1177
87142,1177
88647,1177
92248,1177
94288,1177
94292,1177
95753,1177
103284,1184
188853,1184
190831,1184
200798,1184
