players_id,games_id,id,competitions_id,clubs_id,goals,assists,minutes_played,yellow_cards,red_cards
52791,3661864,3661864_52791,GR1,2671,0,0,52,0,0
295744,3661864,3661864_295744,GR1,2671,0,0,90,1,0
72195,3661864,3661864_72195,GR1,2671,0,0,90,0,0
112091,3661864,3661864_112091,GR1,2671,0,0,90,1,0
149354,3661864,3661864_149354,GR1,2671,0,0,90,0,0
126360,3661864,3661864_126360,GR1,2671,0,0,90,0,0
242758,3661864,3661864_242758,GR1,2671,0,0,90,0,0
242661,3661864,3661864_242661,GR1,2671,0,0,90,0,0
332973,3661864,3661864_332973,GR1,2671,0,0,38,0,0
94293,3580224,3580224_94293,DK1,5724,0,0,90,0,0
125769,3661864,3661864_125769,GR1,2671,0,0,90,0,0
124902,3612896,3612896_124902,TR1,11282,0,0,20,0,0
286533,3661864,3661864_286533,GR1,2671,0,0,1,0,0
